date,country,value,source,indicator
2022-08-06,Mali,51.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-07,Mali,51.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-08,Mali,51.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-09,Mali,52.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-10,Mali,52.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-11,Mali,52.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-12,Mali,52.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-13,Mali,53.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-14,Mali,54.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-15,Mali,55.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-16,Mali,55.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-01,Mauritania,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-02,Mauritania,31.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-03,Mauritania,31.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-04,Mauritania,31.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-05,Mauritania,30.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-06,Mauritania,29.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-07,Mauritania,28.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-08,Mauritania,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-09,Mauritania,27.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-10,Mauritania,27.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-11,Mauritania,27.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-12,Mauritania,26.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-13,Mauritania,26.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-14,Mauritania,25.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-15,Mauritania,24.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-16,Mauritania,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-17,Mauritania,23.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-18,Mauritania,23.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-19,Mauritania,24.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-20,Mauritania,23.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-21,Mauritania,23.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-22,Mauritania,22.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-23,Mauritania,21.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-24,Mauritania,22.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-25,Mauritania,22.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-26,Mauritania,22.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-27,Mauritania,21.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-28,Mauritania,21.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-29,Mauritania,21.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-30,Mauritania,21.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-31,Mauritania,22.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-01,Mauritania,23.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-02,Mauritania,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-03,Mauritania,24.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-04,Mauritania,24.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-05,Mauritania,24.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-06,Mauritania,25.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-07,Mauritania,25.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-08,Mauritania,26.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-09,Mauritania,26.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-10,Mauritania,26.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-11,Mauritania,27.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-12,Mauritania,27.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-13,Mauritania,28.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-14,Mauritania,29.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-15,Mauritania,29.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-16,Mauritania,29.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-17,Mauritania,28.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-18,Mauritania,27.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-19,Mauritania,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-20,Mauritania,29.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-21,Mauritania,30.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-22,Mauritania,30.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-23,Mauritania,30.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-24,Mauritania,30.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-25,Mauritania,30.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-26,Mauritania,30.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-27,Mauritania,30.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-28,Mauritania,31.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-01,Mauritania,30.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-02,Mauritania,29.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-03,Mauritania,29.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-04,Mauritania,26.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-05,Mauritania,26.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-06,Mauritania,27.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-07,Mauritania,27.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-08,Mauritania,27.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-09,Mauritania,27.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-10,Mauritania,26.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-11,Mauritania,26.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-12,Mauritania,26.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-13,Mauritania,27.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-14,Mauritania,27.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-15,Mauritania,27.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-16,Mauritania,27.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-17,Mauritania,27.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-18,Mauritania,26.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-19,Mauritania,27.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-20,Mauritania,27.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-21,Mauritania,28.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-22,Mauritania,28.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-23,Mauritania,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-24,Mauritania,28.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-25,Mauritania,27.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-26,Mauritania,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-27,Mauritania,29.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-28,Mauritania,29.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-29,Mauritania,29.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-30,Mauritania,29.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-31,Mauritania,29.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-01,Mauritania,29.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-02,Mauritania,28.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-03,Mauritania,29.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-04,Mauritania,30.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-05,Mauritania,31.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-06,Mauritania,30.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-07,Mauritania,30.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-08,Mauritania,30.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-09,Mauritania,30.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-10,Mauritania,30.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-11,Mauritania,30.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-12,Mauritania,29.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-13,Mauritania,29.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-14,Mauritania,28.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-15,Mauritania,27.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-16,Mauritania,28.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-17,Mauritania,29.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-18,Mauritania,28.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-19,Mauritania,28.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-20,Mauritania,28.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-21,Mauritania,28.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-22,Mauritania,28.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-23,Mauritania,28.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-24,Mauritania,29.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-25,Mauritania,29.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-26,Mauritania,30.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-27,Mauritania,30.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-28,Mauritania,31.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-29,Mauritania,32.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-30,Mauritania,32.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-01,Mauritania,33.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-02,Mauritania,34.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-03,Mauritania,34.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-04,Mauritania,34.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-05,Mauritania,35.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-06,Mauritania,35.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-07,Mauritania,36.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-08,Mauritania,36.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-09,Mauritania,37.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-10,Mauritania,38.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-11,Mauritania,40.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-12,Mauritania,39.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-13,Mauritania,40.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-14,Mauritania,41.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-15,Mauritania,42.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-16,Mauritania,43.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-17,Mauritania,44.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-18,Mauritania,45.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-19,Mauritania,46.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-20,Mauritania,46.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-21,Mauritania,46.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-22,Mauritania,47.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-23,Mauritania,48.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-24,Mauritania,49.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-25,Mauritania,50.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-26,Mauritania,49.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-27,Mauritania,50.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-28,Mauritania,50.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-29,Mauritania,50.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-30,Mauritania,50.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-31,Mauritania,51.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-01,Mauritania,52.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-02,Mauritania,52.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-03,Mauritania,52.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-04,Mauritania,52.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-05,Mauritania,52.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-06,Mauritania,52.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-07,Mauritania,52.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-08,Mauritania,53.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-09,Mauritania,53.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-10,Mauritania,52.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-11,Mauritania,52.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-12,Mauritania,53.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-13,Mauritania,54.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-14,Mauritania,56.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-15,Mauritania,56.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-16,Mauritania,54.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-17,Mauritania,54.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-18,Mauritania,54.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-19,Mauritania,54.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-20,Mauritania,54.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-21,Mauritania,54.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-22,Mauritania,53.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-23,Mauritania,53.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-24,Mauritania,52.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-25,Mauritania,52.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-26,Mauritania,53.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-27,Mauritania,53.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-28,Mauritania,53.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-29,Mauritania,53.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-30,Mauritania,53.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-01,Mauritania,53.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-02,Mauritania,53.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-03,Mauritania,53.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-04,Mauritania,53.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-05,Mauritania,53.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-06,Mauritania,53.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-07,Mauritania,52.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-08,Mauritania,52.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-09,Mauritania,53.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-10,Mauritania,52.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-11,Mauritania,52.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-12,Mauritania,52.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-13,Mauritania,53.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-14,Mauritania,53.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-15,Mauritania,54.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-16,Mauritania,53.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-17,Mauritania,53.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-18,Mauritania,53.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-19,Mauritania,53.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-20,Mauritania,53.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-21,Mauritania,53.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-22,Mauritania,53.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-23,Mauritania,53.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-24,Mauritania,52.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-25,Mauritania,53.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-26,Mauritania,53.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-27,Mauritania,53.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-28,Mauritania,53.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-29,Mauritania,53.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-30,Mauritania,52.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-31,Mauritania,52.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-01,Mauritania,52.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-02,Mauritania,52.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-03,Mauritania,52.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-04,Mauritania,52.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-05,Mauritania,52.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-06,Mauritania,51.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-07,Mauritania,51.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-08,Mauritania,51.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-09,Mauritania,51.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-10,Mauritania,51.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-11,Mauritania,50.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-12,Mauritania,50.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-13,Mauritania,51.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-14,Mauritania,51.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-15,Mauritania,51.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-16,Mauritania,52.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-01,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-02,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-03,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-04,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-05,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-06,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-07,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-08,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-09,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-10,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-11,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-12,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-13,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-14,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-15,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-16,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-17,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-18,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-19,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-20,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-21,Morocco,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-22,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-23,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-24,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-25,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-26,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-27,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-28,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-29,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-30,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-31,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-01,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-02,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-03,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-04,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-05,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-06,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-07,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-08,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-09,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-10,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-11,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-12,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-13,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-14,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-15,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-16,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-17,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-18,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-19,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-20,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-21,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-22,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-23,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-24,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-25,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-26,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-27,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-28,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-01,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-02,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-03,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-04,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-05,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-06,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-07,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-08,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-09,Morocco,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-10,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-11,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-12,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-13,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-14,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-15,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-16,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-17,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-18,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-19,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-20,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-21,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-22,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-23,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-24,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-25,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-26,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-27,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-28,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-29,Morocco,12.5,WFP HungerMapLive,% of People with Insufficient food Consumption
