iso_code,year,cause,cause_group,deaths,population,death_rate
GHA,2000,Echinococcosis,1,25.96,19300000.0,0.13
GHA,2000,Ascariasis,1,18.46,19300000.0,0.1
GHA,2000,Thyroid cancer,2,19.28,19300000.0,0.1
GHA,2000,Urolithiasis,2,18.32,19300000.0,0.09
GHA,2000,Gonorrhoea,1,16.12,19300000.0,0.08
GHA,2000,Acute hepatitis E,1,12.31,19300000.0,0.06
GHA,2000,Testicular cancer,2,12.15,19300000.0,0.06
GHA,2000,Gynecological diseases,2,11.74,19300000.0,0.06
GHA,2000,Rheumatoid arthritis,2,6.32,19300000.0,0.03
GHA,2000,Mesothelioma,2,5.64,19300000.0,0.03
GHA,2000,Upper respiratory infections,1,6.7,19300000.0,0.03
GHA,2000,Chlamydia,1,5.63,19300000.0,0.03
GHA,2000,Diphtheria,1,6.66,19300000.0,0.03
GHA,2000,African trypanosomiasis,1,3.0,19300000.0,0.02
GHA,2000,Thalassaemias,2,2.71,19300000.0,0.01
GHA,2000,Osteoarthritis,2,0.0,19300000.0,0.0
GHA,2000,Gout,2,0.0,19300000.0,0.0
GHA,2000,Back and neck pain,2,0.0,19300000.0,0.0
GHA,2000,Infertility,2,0.0,19300000.0,0.0
GHA,2000,Benign prostatic hyperplasia,2,0.0,19300000.0,0.0
GHA,2000,Oral conditions,2,0.0,19300000.0,0.0
GHA,2000,Natural disasters,3,0.0,19300000.0,0.0
GHA,2000,Chagas disease,1,0.0,19300000.0,0.0
GHA,2000,Migraine,2,0.0,19300000.0,0.0
GHA,2000,Anxiety disorders,2,0.0,19300000.0,0.0
GHA,2000,Non-migraine headache,2,0.0,19300000.0,0.0
GHA,2000,Trichomoniasis,1,0.0,19300000.0,0.0
GHA,2000,Genital herpes,1,0.0,19300000.0,0.0
GHA,2000,Other hearing loss,2,0.0,19300000.0,0.0
GHA,2000,Cataracts,2,0.0,19300000.0,0.0
GHA,2000,Uncorrected refractive errors,2,0.0,19300000.0,0.0
GHA,2000,Macular degeneration,2,0.0,19300000.0,0.0
GHA,2000,Other vision loss,2,0.0,19300000.0,0.0
GHA,2000,Otitis media,1,0.02,19300000.0,0.0
GHA,2000,Trichuriasis,1,0.0,19300000.0,0.0
GHA,2000,Hookworm disease,1,0.0,19300000.0,0.0
GHA,2000,Food-bourne trematodes,1,0.0,19300000.0,0.0
GHA,2000,Leprosy,1,0.0,19300000.0,0.0
GHA,2000,Dengue,1,0.08,19300000.0,0.0
GHA,2000,Trachoma,1,0.0,19300000.0,0.0
GHA,2000,Leishmaniasis,1,0.0,19300000.0,0.0
GHA,2000,Lymphatic filariasis,1,0.0,19300000.0,0.0
GHA,2000,Onchocerciasis,1,0.0,19300000.0,0.0
GHA,2000,Glaucoma,2,0.0,19300000.0,0.0
GHA,2000,Eating disorders,2,0.15,19300000.0,0.0
GHA,2000,Autism and Asperger syndrome,2,0.0,19300000.0,0.0
GHA,2000,Childhood behavioural disorders,2,0.0,19300000.0,0.0
GHA,2000,Idiopathic intellectual disability,2,0.0,19300000.0,0.0
GHA,2000,Depressive disorders,2,0.0,19300000.0,0.0
GHA,2000,Bipolar disorder,2,0.0,19300000.0,0.0
GHA,2000,Schizophrenia,2,0.0,19300000.0,0.0
GHA,2000,Iodine deficiency,1,0.0,19300000.0,0.0
GHA,2000,Vitamin A deficiency,1,0.0,19300000.0,0.0
GHA,2000,Iron-deficiency anaemia,1,0.0,19300000.0,0.0
GIN,2000,Neonatal conditions,1,14059.58,8240735.0,170.61
GIN,2000,Lower respiratory infections,1,12396.13,8240735.0,150.43
GIN,2000,Diarrhoeal diseases,1,11125.89,8240735.0,135.01
GIN,2000,Malaria,1,10908.64,8240735.0,132.37
GIN,2000,Measles,1,8956.45,8240735.0,108.69
GIN,2000,HIV/AIDS,1,4773.0,8240735.0,57.92
GIN,2000,Tuberculosis,1,4323.96,8240735.0,52.47
GIN,2000,Stroke,2,3646.67,8240735.0,44.25
GIN,2000,Ischaemic heart disease,2,3142.24,8240735.0,38.13
GIN,2000,Meningitis,1,2927.32,8240735.0,35.52
GIN,2000,Road injury,3,2562.0,8240735.0,31.09
GIN,2000,Maternal conditions,1,2467.78,8240735.0,29.95
GIN,2000,Congenital anomalies,2,1857.96,8240735.0,22.55
GIN,2000,Cirrhosis of the liver,2,1834.64,8240735.0,22.26
GIN,2000,Protein-energy malnutrition,1,1516.74,8240735.0,18.41
GIN,2000,Diabetes mellitus,2,1252.12,8240735.0,15.19
GIN,2000,Kidney diseases,2,1211.29,8240735.0,14.7
GIN,2000,Cervix uteri cancer,2,1079.99,8240735.0,13.11
GIN,2000,Collective violence and legal intervention,3,1028.17,8240735.0,12.48
GIN,2000,Interpersonal violence,3,1001.27,8240735.0,12.15
GIN,2000,Yellow fever,1,902.73,8240735.0,10.95
GIN,2000,Chronic obstructive pulmonary disease,2,901.98,8240735.0,10.95
GIN,2000,Hypertensive heart disease,2,879.01,8240735.0,10.67
GIN,2000,Asthma,2,863.59,8240735.0,10.48
GIN,2000,Liver cancer,2,830.52,8240735.0,10.08
GIN,2000,Whooping cough,1,826.51,8240735.0,10.03
GIN,2000,Sickle cell disorders and trait,2,737.0,8240735.0,8.94
GIN,2000,Tetanus,1,592.35,8240735.0,7.19
GIN,2000,Drowning,3,457.75,8240735.0,5.55
GIN,2000,Self-harm,3,445.44,8240735.0,5.41
GIN,2000,Prostate cancer,2,397.87,8240735.0,4.83
GIN,2000,Rabies,1,390.85,8240735.0,4.74
GIN,2000,Alzheimer disease and other dementias,2,372.4,8240735.0,4.52
GIN,2000,"Cardiomyopathy, myocarditis, endocarditis",2,338.18,8240735.0,4.1
GIN,2000,Syphilis,1,333.38,8240735.0,4.05
GIN,2000,Falls,3,332.98,8240735.0,4.04
GIN,2000,Peptic ulcer disease,2,328.24,8240735.0,3.98
GIN,2000,Paralytic ileus and intestinal obstruction,2,281.19,8240735.0,3.41
GIN,2000,"Fire, heat and hot substances",3,280.41,8240735.0,3.4
GIN,2000,Exposure to mechanical forces,3,269.22,8240735.0,3.27
GIN,2000,Schistosomiasis,1,231.77,8240735.0,2.81
GIN,2000,African trypanosomiasis,1,215.72,8240735.0,2.62
GIN,2000,Rheumatic heart disease,2,210.84,8240735.0,2.56
GIN,2000,Poisonings,3,204.04,8240735.0,2.48
GIN,2000,Breast cancer,2,201.76,8240735.0,2.45
GIN,2000,Stomach cancer,2,193.71,8240735.0,2.35
GIN,2000,Epilepsy,2,173.91,8240735.0,2.11
GIN,2000,Acute hepatitis B,1,170.48,8240735.0,2.07
GIN,2000,Parkinson disease,2,132.42,8240735.0,1.61
GIN,2000,Sudden infant death syndrome,2,131.32,8240735.0,1.59
GIN,2000,Pancreatitis,2,119.96,8240735.0,1.46
GIN,2000,Acute hepatitis A,1,111.06,8240735.0,1.35
GIN,2000,"Lymphomas, multiple myeloma",2,101.61,8240735.0,1.23
GIN,2000,Melanoma and other skin cancers,2,98.82,8240735.0,1.2
GIN,2000,Gallbladder and biliary diseases,2,90.38,8240735.0,1.1
GIN,2000,Skin diseases,2,83.7,8240735.0,1.02
GIN,2000,"Trachea, bronchus, lung cancers",2,82.35,8240735.0,1.0
GIN,2000,Mouth and oropharynx cancers,2,78.71,8240735.0,0.96
GIN,2000,Drug use disorders,2,62.47,8240735.0,0.76
GIN,2000,Colon and rectum cancers,2,62.12,8240735.0,0.75
GIN,2000,Encephalitis,1,51.41,8240735.0,0.62
GIN,2000,Appendicitis,2,50.55,8240735.0,0.61
GIN,2000,Alcohol use disorders,2,46.36,8240735.0,0.56
GIN,2000,Ovary cancer,2,44.87,8240735.0,0.54
GIN,2000,Ascariasis,1,42.28,8240735.0,0.51
GIN,2000,Diphtheria,1,38.2,8240735.0,0.46
GIN,2000,Gastritis and duodenitis,2,35.45,8240735.0,0.43
GIN,2000,Larynx cancer,2,28.18,8240735.0,0.34
GIN,2000,Cysticercosis,1,27.26,8240735.0,0.33
GIN,2000,Echinococcosis,1,27.33,8240735.0,0.33
GIN,2000,Corpus uteri cancer,2,26.23,8240735.0,0.32
GIN,2000,Bladder cancer,2,23.62,8240735.0,0.29
GIN,2000,Inflammatory bowel disease,2,19.75,8240735.0,0.24
GIN,2000,Acute hepatitis C,1,17.76,8240735.0,0.22
GIN,2000,Leukaemia,2,16.37,8240735.0,0.2
GIN,2000,Oesophagus cancer,2,14.61,8240735.0,0.18
GIN,2000,Upper respiratory infections,1,13.71,8240735.0,0.17
GIN,2000,Kidney cancer,2,12.4,8240735.0,0.15
GIN,2000,Pancreas cancer,2,10.66,8240735.0,0.13
GIN,2000,Thyroid cancer,2,7.16,8240735.0,0.09
GIN,2000,Rheumatoid arthritis,2,7.49,8240735.0,0.09
GIN,2000,Multiple sclerosis,2,7.78,8240735.0,0.09
GIN,2000,Gynecological diseases,2,7.09,8240735.0,0.09
GIN,2000,Gonorrhoea,1,6.87,8240735.0,0.08
GIN,2000,Natural disasters,3,4.04,8240735.0,0.05
GIN,2000,Thalassaemias,2,3.63,8240735.0,0.04
GIN,2000,Acute hepatitis E,1,2.95,8240735.0,0.04
GIN,2000,Chlamydia,1,2.59,8240735.0,0.03
GIN,2000,Urolithiasis,2,2.71,8240735.0,0.03
GIN,2000,Brain and nervous system cancers,2,1.58,8240735.0,0.02
GIN,2000,Testicular cancer,2,1.39,8240735.0,0.02
GIN,2000,Gallbladder and biliary tract cancer,2,0.72,8240735.0,0.01
GIN,2000,Mesothelioma,2,0.26,8240735.0,0.0
GIN,2000,Anxiety disorders,2,0.0,8240735.0,0.0
GIN,2000,Eating disorders,2,0.03,8240735.0,0.0
GIN,2000,Autism and Asperger syndrome,2,0.0,8240735.0,0.0
GIN,2000,Childhood behavioural disorders,2,0.0,8240735.0,0.0
GIN,2000,Idiopathic intellectual disability,2,0.0,8240735.0,0.0
GIN,2000,Depressive disorders,2,0.0,8240735.0,0.0
GIN,2000,Bipolar disorder,2,0.0,8240735.0,0.0
GIN,2000,Schizophrenia,2,0.0,8240735.0,0.0
GIN,2000,Otitis media,1,0.24,8240735.0,0.0
GIN,2000,Trichomoniasis,1,0.0,8240735.0,0.0
GIN,2000,Genital herpes,1,0.0,8240735.0,0.0
GIN,2000,Chagas disease,1,0.0,8240735.0,0.0
GIN,2000,Dengue,1,0.06,8240735.0,0.0
GIN,2000,Trachoma,1,0.0,8240735.0,0.0
GIN,2000,Leishmaniasis,1,0.0,8240735.0,0.0
GIN,2000,Lymphatic filariasis,1,0.0,8240735.0,0.0
GIN,2000,Onchocerciasis,1,0.0,8240735.0,0.0
GIN,2000,Trichuriasis,1,0.0,8240735.0,0.0
GIN,2000,Hookworm disease,1,0.0,8240735.0,0.0
GIN,2000,Food-bourne trematodes,1,0.0,8240735.0,0.0
GIN,2000,Leprosy,1,0.0,8240735.0,0.0
GIN,2000,Iodine deficiency,1,0.0,8240735.0,0.0
GIN,2000,Vitamin A deficiency,1,0.0,8240735.0,0.0
GIN,2000,Iron-deficiency anaemia,1,0.0,8240735.0,0.0
GIN,2000,Infertility,2,0.0,8240735.0,0.0
GIN,2000,Oral conditions,2,0.0,8240735.0,0.0
GIN,2000,Migraine,2,0.0,8240735.0,0.0
GIN,2000,Non-migraine headache,2,0.0,8240735.0,0.0
GIN,2000,Glaucoma,2,0.0,8240735.0,0.0
GIN,2000,Cataracts,2,0.0,8240735.0,0.0
GIN,2000,Uncorrected refractive errors,2,0.0,8240735.0,0.0
GIN,2000,Macular degeneration,2,0.0,8240735.0,0.0
GIN,2000,Other vision loss,2,0.0,8240735.0,0.0
GIN,2000,Other hearing loss,2,0.0,8240735.0,0.0
GIN,2000,Osteoarthritis,2,0.0,8240735.0,0.0
GIN,2000,Gout,2,0.0,8240735.0,0.0
GIN,2000,Back and neck pain,2,0.0,8240735.0,0.0
GIN,2000,Benign prostatic hyperplasia,2,0.0,8240735.0,0.0
GNB,2000,Neonatal conditions,1,2236.92,1201305.0,186.21
GNB,2000,Lower respiratory infections,1,2152.23,1201305.0,179.16
GNB,2000,Diarrhoeal diseases,1,1998.65,1201305.0,166.37
GNB,2000,Malaria,1,1108.44,1201305.0,92.27
GNB,2000,Measles,1,1016.07,1201305.0,84.58
GNB,2000,HIV/AIDS,1,878.65,1201305.0,73.14
GNB,2000,Stroke,2,713.74,1201305.0,59.41
GNB,2000,Ischaemic heart disease,2,707.74,1201305.0,58.91
GNB,2000,Tuberculosis,1,635.39,1201305.0,52.89
GNB,2000,Meningitis,1,529.07,1201305.0,44.04
GNB,2000,Maternal conditions,1,502.39,1201305.0,41.82
GNB,2000,Road injury,3,368.31,1201305.0,30.66
GNB,2000,Cirrhosis of the liver,2,352.72,1201305.0,29.36
GNB,2000,Congenital anomalies,2,307.11,1201305.0,25.56
GNB,2000,Diabetes mellitus,2,252.11,1201305.0,20.99
GNB,2000,Kidney diseases,2,240.44,1201305.0,20.01
GNB,2000,Tetanus,1,231.3,1201305.0,19.25
GNB,2000,Protein-energy malnutrition,1,223.96,1201305.0,18.64
GNB,2000,Chronic obstructive pulmonary disease,2,159.62,1201305.0,13.29
GNB,2000,Asthma,2,159.01,1201305.0,13.24
GNB,2000,Interpersonal violence,3,157.04,1201305.0,13.07
GNB,2000,Hypertensive heart disease,2,153.6,1201305.0,12.79
GNB,2000,Whooping cough,1,149.76,1201305.0,12.47
GNB,2000,Syphilis,1,115.01,1201305.0,9.57
GNB,2000,Self-harm,3,114.57,1201305.0,9.54
GNB,2000,Sickle cell disorders and trait,2,114.23,1201305.0,9.51
GNB,2000,Cervix uteri cancer,2,103.65,1201305.0,8.63
GNB,2000,Drowning,3,92.23,1201305.0,7.68
GNB,2000,Liver cancer,2,86.9,1201305.0,7.23
GNB,2000,Peptic ulcer disease,2,78.88,1201305.0,6.57
GNB,2000,Falls,3,63.14,1201305.0,5.26
GNB,2000,Paralytic ileus and intestinal obstruction,2,58.66,1201305.0,4.88
GNB,2000,"Fire, heat and hot substances",3,52.9,1201305.0,4.4
GNB,2000,Alzheimer disease and other dementias,2,51.98,1201305.0,4.33
GNB,2000,"Cardiomyopathy, myocarditis, endocarditis",2,51.25,1201305.0,4.27
GNB,2000,Exposure to mechanical forces,3,50.43,1201305.0,4.2
GNB,2000,Schistosomiasis,1,50.32,1201305.0,4.19
GNB,2000,Breast cancer,2,48.45,1201305.0,4.03
GNB,2000,Rabies,1,41.45,1201305.0,3.45
GNB,2000,Rheumatic heart disease,2,41.01,1201305.0,3.41
GNB,2000,Poisonings,3,40.33,1201305.0,3.36
GNB,2000,Pancreatitis,2,37.58,1201305.0,3.13
GNB,2000,Epilepsy,2,37.38,1201305.0,3.11
GNB,2000,Stomach cancer,2,36.74,1201305.0,3.06
GNB,2000,Acute hepatitis B,1,33.62,1201305.0,2.8
GNB,2000,Colon and rectum cancers,2,30.56,1201305.0,2.54
GNB,2000,Acute hepatitis A,1,26.35,1201305.0,2.19
GNB,2000,Prostate cancer,2,22.84,1201305.0,1.9
GNB,2000,Parkinson disease,2,19.62,1201305.0,1.63
GNB,2000,Yellow fever,1,19.53,1201305.0,1.63
GNB,2000,"Lymphomas, multiple myeloma",2,18.45,1201305.0,1.54
GNB,2000,Gallbladder and biliary diseases,2,17.4,1201305.0,1.45
GNB,2000,Thalassaemias,2,16.18,1201305.0,1.35
GNB,2000,Bladder cancer,2,15.06,1201305.0,1.25
GNB,2000,Skin diseases,2,13.84,1201305.0,1.15
GNB,2000,Sudden infant death syndrome,2,13.85,1201305.0,1.15
GNB,2000,Alcohol use disorders,2,11.72,1201305.0,0.98
GNB,2000,Appendicitis,2,10.93,1201305.0,0.91
GNB,2000,Oesophagus cancer,2,10.38,1201305.0,0.86
GNB,2000,Cysticercosis,1,10.36,1201305.0,0.86
GNB,2000,Echinococcosis,1,9.97,1201305.0,0.83
GNB,2000,"Trachea, bronchus, lung cancers",2,9.97,1201305.0,0.83
GNB,2000,Melanoma and other skin cancers,2,9.87,1201305.0,0.82
GNB,2000,Ovary cancer,2,8.66,1201305.0,0.72
GNB,2000,Gastritis and duodenitis,2,8.67,1201305.0,0.72
GNB,2000,Encephalitis,1,8.47,1201305.0,0.71
GNB,2000,Mouth and oropharynx cancers,2,7.87,1201305.0,0.66
GNB,2000,Ascariasis,1,7.8,1201305.0,0.65
GNB,2000,Collective violence and legal intervention,3,7.69,1201305.0,0.64
GNB,2000,Drug use disorders,2,7.3,1201305.0,0.61
GNB,2000,Pancreas cancer,2,6.31,1201305.0,0.53
GNB,2000,Diphtheria,1,5.35,1201305.0,0.45
GNB,2000,Inflammatory bowel disease,2,4.79,1201305.0,0.4
GNB,2000,Corpus uteri cancer,2,4.6,1201305.0,0.38
GNB,2000,Acute hepatitis C,1,3.29,1201305.0,0.27
GNB,2000,Kidney cancer,2,2.94,1201305.0,0.24
GNB,2000,Larynx cancer,2,2.53,1201305.0,0.21
GNB,2000,Upper respiratory infections,1,2.3,1201305.0,0.19
GNB,2000,Leukaemia,2,2.04,1201305.0,0.17
GNB,2000,Multiple sclerosis,2,1.68,1201305.0,0.14
GNB,2000,Gonorrhoea,1,1.4,1201305.0,0.12
GNB,2000,Gynecological diseases,2,1.2,1201305.0,0.1
GNB,2000,Rheumatoid arthritis,2,1.12,1201305.0,0.09
GNB,2000,Thyroid cancer,2,0.67,1201305.0,0.06
GNB,2000,Urolithiasis,2,0.66,1201305.0,0.05
GNB,2000,Chlamydia,1,0.52,1201305.0,0.04
GNB,2000,Acute hepatitis E,1,0.53,1201305.0,0.04
GNB,2000,Brain and nervous system cancers,2,0.29,1201305.0,0.02
GNB,2000,Gallbladder and biliary tract cancer,2,0.02,1201305.0,0.0
GNB,2000,Testicular cancer,2,0.0,1201305.0,0.0
GNB,2000,Mesothelioma,2,0.04,1201305.0,0.0
GNB,2000,Anxiety disorders,2,0.0,1201305.0,0.0
GNB,2000,Eating disorders,2,0.01,1201305.0,0.0
GNB,2000,Autism and Asperger syndrome,2,0.0,1201305.0,0.0
GNB,2000,Childhood behavioural disorders,2,0.0,1201305.0,0.0
GNB,2000,Idiopathic intellectual disability,2,0.0,1201305.0,0.0
GNB,2000,Depressive disorders,2,0.0,1201305.0,0.0
GNB,2000,Bipolar disorder,2,0.0,1201305.0,0.0
GNB,2000,Schizophrenia,2,0.0,1201305.0,0.0
GNB,2000,Iodine deficiency,1,0.0,1201305.0,0.0
GNB,2000,Vitamin A deficiency,1,0.0,1201305.0,0.0
GNB,2000,Iron-deficiency anaemia,1,0.0,1201305.0,0.0
GNB,2000,African trypanosomiasis,1,0.0,1201305.0,0.0
GNB,2000,Chagas disease,1,0.0,1201305.0,0.0
GNB,2000,Trichomoniasis,1,0.0,1201305.0,0.0
GNB,2000,Genital herpes,1,0.0,1201305.0,0.0
GNB,2000,Otitis media,1,0.05,1201305.0,0.0
GNB,2000,Trichuriasis,1,0.0,1201305.0,0.0
GNB,2000,Hookworm disease,1,0.0,1201305.0,0.0
GNB,2000,Food-bourne trematodes,1,0.0,1201305.0,0.0
GNB,2000,Leprosy,1,0.0,1201305.0,0.0
GNB,2000,Dengue,1,0.01,1201305.0,0.0
GNB,2000,Trachoma,1,0.0,1201305.0,0.0
GNB,2000,Leishmaniasis,1,0.0,1201305.0,0.0
GNB,2000,Lymphatic filariasis,1,0.0,1201305.0,0.0
GNB,2000,Onchocerciasis,1,0.0,1201305.0,0.0
GNB,2000,Infertility,2,0.0,1201305.0,0.0
GNB,2000,Oral conditions,2,0.0,1201305.0,0.0
GNB,2000,Natural disasters,3,0.0,1201305.0,0.0
GNB,2000,Osteoarthritis,2,0.0,1201305.0,0.0
GNB,2000,Gout,2,0.0,1201305.0,0.0
GNB,2000,Back and neck pain,2,0.0,1201305.0,0.0
GNB,2000,Benign prostatic hyperplasia,2,0.0,1201305.0,0.0
GNB,2000,Migraine,2,0.0,1201305.0,0.0
GNB,2000,Non-migraine headache,2,0.0,1201305.0,0.0
GNB,2000,Glaucoma,2,0.0,1201305.0,0.0
GNB,2000,Cataracts,2,0.0,1201305.0,0.0
GNB,2000,Uncorrected refractive errors,2,0.0,1201305.0,0.0
GNB,2000,Macular degeneration,2,0.0,1201305.0,0.0
GNB,2000,Other vision loss,2,0.0,1201305.0,0.0
GNB,2000,Other hearing loss,2,0.0,1201305.0,0.0
KEN,2000,HIV/AIDS,1,108629.0,32000000.0,339.47
KEN,2000,Neonatal conditions,1,30938.93,32000000.0,96.68
KEN,2000,Lower respiratory infections,1,27759.58,32000000.0,86.75
KEN,2000,Diarrhoeal diseases,1,23663.12,32000000.0,73.95
KEN,2000,Malaria,1,14317.0,32000000.0,44.74
KEN,2000,Tuberculosis,1,13089.26,32000000.0,40.9
KEN,2000,Stroke,2,10805.83,32000000.0,33.77
KEN,2000,Cirrhosis of the liver,2,9527.97,32000000.0,29.77
KEN,2000,Maternal conditions,1,8808.12,32000000.0,27.53
KEN,2000,Road injury,3,8452.0,32000000.0,26.41
KEN,2000,Meningitis,1,7668.55,32000000.0,23.96
KEN,2000,Ischaemic heart disease,2,6344.96,32000000.0,19.83
KEN,2000,Protein-energy malnutrition,1,6303.73,32000000.0,19.7
KEN,2000,Congenital anomalies,2,5004.0,32000000.0,15.64
KEN,2000,Diabetes mellitus,2,3365.5,32000000.0,10.52
KEN,2000,Tetanus,1,2988.68,32000000.0,9.34
KEN,2000,Hypertensive heart disease,2,2828.31,32000000.0,8.84
KEN,2000,Kidney diseases,2,2714.83,32000000.0,8.48
KEN,2000,Chronic obstructive pulmonary disease,2,2699.59,32000000.0,8.44
KEN,2000,Self-harm,3,2427.05,32000000.0,7.58
KEN,2000,Asthma,2,1927.59,32000000.0,6.02
KEN,2000,Oesophagus cancer,2,1838.82,32000000.0,5.75
KEN,2000,Measles,1,1803.7,32000000.0,5.64
KEN,2000,Cervix uteri cancer,2,1631.02,32000000.0,5.1
KEN,2000,Paralytic ileus and intestinal obstruction,2,1549.92,32000000.0,4.84
KEN,2000,Interpersonal violence,3,1351.4,32000000.0,4.22
KEN,2000,Whooping cough,1,1321.96,32000000.0,4.13
KEN,2000,Poisonings,3,1249.75,32000000.0,3.91
KEN,2000,Drowning,3,1178.7,32000000.0,3.68
KEN,2000,"Fire, heat and hot substances",3,1111.83,32000000.0,3.47
KEN,2000,Stomach cancer,2,1017.32,32000000.0,3.18
KEN,2000,Breast cancer,2,962.78,32000000.0,3.01
KEN,2000,Peptic ulcer disease,2,947.8,32000000.0,2.96
KEN,2000,Alzheimer disease and other dementias,2,944.77,32000000.0,2.95
KEN,2000,Exposure to mechanical forces,3,936.25,32000000.0,2.93
KEN,2000,Falls,3,924.76,32000000.0,2.89
KEN,2000,Acute hepatitis A,1,827.29,32000000.0,2.59
KEN,2000,Liver cancer,2,825.51,32000000.0,2.58
KEN,2000,"Cardiomyopathy, myocarditis, endocarditis",2,792.28,32000000.0,2.48
KEN,2000,Mouth and oropharynx cancers,2,788.96,32000000.0,2.47
KEN,2000,"Lymphomas, multiple myeloma",2,693.83,32000000.0,2.17
KEN,2000,Leukaemia,2,677.48,32000000.0,2.12
KEN,2000,Epilepsy,2,618.08,32000000.0,1.93
KEN,2000,Syphilis,1,596.06,32000000.0,1.86
KEN,2000,Prostate cancer,2,547.79,32000000.0,1.71
KEN,2000,Colon and rectum cancers,2,526.01,32000000.0,1.64
KEN,2000,Schistosomiasis,1,506.67,32000000.0,1.58
KEN,2000,Sudden infant death syndrome,2,506.34,32000000.0,1.58
KEN,2000,Collective violence and legal intervention,3,506.29,32000000.0,1.58
KEN,2000,Gallbladder and biliary diseases,2,489.95,32000000.0,1.53
KEN,2000,Gastritis and duodenitis,2,435.26,32000000.0,1.36
KEN,2000,Rabies,1,435.62,32000000.0,1.36
KEN,2000,Rheumatic heart disease,2,400.14,32000000.0,1.25
KEN,2000,Cysticercosis,1,390.22,32000000.0,1.22
KEN,2000,Sickle cell disorders and trait,2,381.67,32000000.0,1.19
KEN,2000,Acute hepatitis B,1,323.16,32000000.0,1.01
KEN,2000,Pancreatitis,2,287.4,32000000.0,0.9
KEN,2000,"Trachea, bronchus, lung cancers",2,278.5,32000000.0,0.87
KEN,2000,Skin diseases,2,264.54,32000000.0,0.83
KEN,2000,Parkinson disease,2,249.39,32000000.0,0.78
KEN,2000,Melanoma and other skin cancers,2,242.44,32000000.0,0.76
KEN,2000,Brain and nervous system cancers,2,235.07,32000000.0,0.73
KEN,2000,Ovary cancer,2,220.35,32000000.0,0.69
KEN,2000,Alcohol use disorders,2,219.07,32000000.0,0.68
KEN,2000,Appendicitis,2,205.08,32000000.0,0.64
KEN,2000,Pancreas cancer,2,196.98,32000000.0,0.62
KEN,2000,Larynx cancer,2,154.85,32000000.0,0.48
KEN,2000,Upper respiratory infections,1,144.25,32000000.0,0.45
KEN,2000,Encephalitis,1,133.51,32000000.0,0.42
KEN,2000,Bladder cancer,2,134.94,32000000.0,0.42
KEN,2000,Corpus uteri cancer,2,130.04,32000000.0,0.41
KEN,2000,Acute hepatitis C,1,128.15,32000000.0,0.4
KEN,2000,Gallbladder and biliary tract cancer,2,124.06,32000000.0,0.39
KEN,2000,Inflammatory bowel disease,2,122.85,32000000.0,0.38
KEN,2000,Kidney cancer,2,79.41,32000000.0,0.25
KEN,2000,Drug use disorders,2,81.2,32000000.0,0.25
KEN,2000,Yellow fever,1,76.11,32000000.0,0.24
KEN,2000,Leishmaniasis,1,60.68,32000000.0,0.19
KEN,2000,Rheumatoid arthritis,2,48.78,32000000.0,0.15
KEN,2000,Thyroid cancer,2,43.5,32000000.0,0.14
KEN,2000,Gonorrhoea,1,32.48,32000000.0,0.1
KEN,2000,Gynecological diseases,2,25.29,32000000.0,0.08
KEN,2000,Multiple sclerosis,2,20.84,32000000.0,0.07
KEN,2000,Echinococcosis,1,23.24,32000000.0,0.07
KEN,2000,African trypanosomiasis,1,22.22,32000000.0,0.07
KEN,2000,Diphtheria,1,18.03,32000000.0,0.06
KEN,2000,Acute hepatitis E,1,20.24,32000000.0,0.06
KEN,2000,Urolithiasis,2,19.12,32000000.0,0.06
KEN,2000,Testicular cancer,2,14.67,32000000.0,0.05
KEN,2000,Ascariasis,1,14.12,32000000.0,0.04
KEN,2000,Otitis media,1,8.73,32000000.0,0.03
KEN,2000,Chlamydia,1,10.83,32000000.0,0.03
KEN,2000,Mesothelioma,2,4.78,32000000.0,0.01
KEN,2000,Iodine deficiency,1,0.0,32000000.0,0.0
KEN,2000,Vitamin A deficiency,1,0.0,32000000.0,0.0
KEN,2000,Iron-deficiency anaemia,1,0.0,32000000.0,0.0
KEN,2000,Trichomoniasis,1,0.0,32000000.0,0.0
KEN,2000,Genital herpes,1,0.0,32000000.0,0.0
KEN,2000,Chagas disease,1,0.0,32000000.0,0.0
KEN,2000,Trichuriasis,1,0.0,32000000.0,0.0
KEN,2000,Hookworm disease,1,0.0,32000000.0,0.0
KEN,2000,Food-bourne trematodes,1,0.0,32000000.0,0.0
KEN,2000,Leprosy,1,0.0,32000000.0,0.0
KEN,2000,Dengue,1,0.07,32000000.0,0.0
KEN,2000,Trachoma,1,0.0,32000000.0,0.0
KEN,2000,Lymphatic filariasis,1,0.0,32000000.0,0.0
KEN,2000,Onchocerciasis,1,0.0,32000000.0,0.0
KEN,2000,Infertility,2,0.0,32000000.0,0.0
KEN,2000,Benign prostatic hyperplasia,2,0.0,32000000.0,0.0
KEN,2000,Migraine,2,0.0,32000000.0,0.0
KEN,2000,Non-migraine headache,2,0.0,32000000.0,0.0
KEN,2000,Glaucoma,2,0.0,32000000.0,0.0
KEN,2000,Cataracts,2,0.0,32000000.0,0.0
KEN,2000,Uncorrected refractive errors,2,0.0,32000000.0,0.0
KEN,2000,Macular degeneration,2,0.0,32000000.0,0.0
KEN,2000,Other vision loss,2,0.0,32000000.0,0.0
KEN,2000,Other hearing loss,2,0.0,32000000.0,0.0
