Country,Cause,Type,Year,Deaths per 100K people,Deaths,missing
Mali,Ischaemic heart disease,Noncommunicable diseases,2019.0,29.99,"5,907",False
Mali,Stroke,Noncommunicable diseases,2019.0,31.28,"6,163",False
Mali,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,59.28,"11,678",False
Mali,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,68.12,"13,419",False
Mali,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,75.56,"14,885",False
Mali,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,117.61,"23,169",False
Mozambique,Hypertensive heart disease,Noncommunicable diseases,2000.0,22.79,"4,033",False
Mozambique,Diabetes mellitus,Noncommunicable diseases,2000.0,23.15,"4,097",False
Mozambique,Road injury,Injuries,2000.0,33.99,"6,017",False
Mozambique,Ischaemic heart disease,Noncommunicable diseases,2000.0,39.41,"6,976",False
Mozambique,Stroke,Noncommunicable diseases,2000.0,84.05,"14,877",False
Mozambique,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,113.99,"20,176",False
Mozambique,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,133.41,"23,613",False
Mozambique,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,174.54,"30,894",False
Mozambique,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,191.73,"33,936",False
Mozambique,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,215.85,"38,206",False
Mozambique,Hypertensive heart disease,Noncommunicable diseases,2019.0,19.03,"5,786",False
Mozambique,Diabetes mellitus,Noncommunicable diseases,2019.0,22.62,"6,877",False
Mozambique,Road injury,Injuries,2019.0,29.99,"9,117",False
Mozambique,Ischaemic heart disease,Noncommunicable diseases,2019.0,41.52,"12,621",False
Mozambique,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,42.52,"12,928",False
Mozambique,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,49.25,"14,971",False
Mozambique,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,73.83,"22,445",False
Mozambique,Stroke,Noncommunicable diseases,2019.0,76.02,"23,110",False
Mozambique,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,91.5,"27,817",False
Mozambique,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,165.89,"50,430",False
Mauritania,Congenital anomalies,Noncommunicable diseases,2000.0,15.42,405,False
Mauritania,Maternal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,23.43,616,False
Mauritania,Road injury,Injuries,2000.0,26.08,686,False
Mauritania,Stroke,Noncommunicable diseases,2000.0,32.65,859,False
Mauritania,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,35.81,942,False
Mauritania,Ischaemic heart disease,Noncommunicable diseases,2000.0,36.56,962,False
Mauritania,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,56.13,"1,476",False
Mauritania,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,85.75,"2,255",False
Mauritania,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,107.13,"2,818",False
Mauritania,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,141.64,"3,725",False
Mauritania,Maternal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,14.11,639,False
Mauritania,Congenital anomalies,Noncommunicable diseases,2019.0,14.7,665,False
Mauritania,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,15.83,717,False
Mauritania,Road injury,Injuries,2019.0,25.6,"1,158",False
Mauritania,Stroke,Noncommunicable diseases,2019.0,28.88,"1,307",False
Mauritania,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,31.43,"1,423",False
Mauritania,Ischaemic heart disease,Noncommunicable diseases,2019.0,36.14,"1,636",False
Mauritania,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,36.6,"1,656",False
Mauritania,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,60.89,"2,756",False
Mauritania,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,94.49,"4,276",False
Mauritius,Colon and rectum cancers,Noncommunicable diseases,2000.0,4.68,55,False
Mauritius,Breast cancer,Noncommunicable diseases,2000.0,6.52,77,False
Mauritius,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2000.0,7.6,90,False
Mauritius,Hypertensive heart disease,Noncommunicable diseases,2000.0,17.54,208,False
Mauritius,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,21.56,256,False
Mauritius,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000.0,31.5,373,False
Mauritius,Stroke,Noncommunicable diseases,2000.0,57.12,677,False
Mauritius,Kidney diseases,Noncommunicable diseases,2000.0,71.28,845,False
Mauritius,Diabetes mellitus,Noncommunicable diseases,2000.0,96.54,"1,144",False
Mauritius,Ischaemic heart disease,Noncommunicable diseases,2000.0,117.5,"1,393",False
Mauritius,Colon and rectum cancers,Noncommunicable diseases,2019.0,14.35,182,False
Mauritius,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2019.0,14.36,182,False
Mauritius,Breast cancer,Noncommunicable diseases,2019.0,18.29,232,False
Mauritius,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,27.26,346,False
Mauritius,Hypertensive heart disease,Noncommunicable diseases,2019.0,46.6,592,False
Mauritius,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019.0,50.91,646,False
Mauritius,Kidney diseases,Noncommunicable diseases,2019.0,57.04,724,False
Mauritius,Stroke,Noncommunicable diseases,2019.0,77.58,985,False
Mauritius,Ischaemic heart disease,Noncommunicable diseases,2019.0,142.15,"1,805",False
Mauritius,Diabetes mellitus,Noncommunicable diseases,2019.0,147.54,"1,873",False
Malawi,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,23.26,"2,582",False
Malawi,Road injury,Injuries,2000.0,31.36,"3,480",False
Malawi,Cirrhosis of the liver,Noncommunicable diseases,2000.0,41.58,"4,616",False
Malawi,Ischaemic heart disease,Noncommunicable diseases,2000.0,48.44,"5,377",False
Malawi,Stroke,Noncommunicable diseases,2000.0,62.25,"6,910",False
Malawi,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,132.62,"14,721",False
Malawi,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,143.23,"15,898",False
Malawi,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,149.17,"16,558",False
Malawi,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,197.8,"21,956",False
Malawi,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,556.6,"61,783",False
Malawi,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,16.09,"2,992",False
Malawi,Cirrhosis of the liver,Noncommunicable diseases,2019.0,17.52,"3,259",False
Malawi,Ischaemic heart disease,Noncommunicable diseases,2019.0,26.5,"4,929",False
Malawi,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,31.09,"5,782",False
Malawi,Stroke,Noncommunicable diseases,2019.0,31.93,"5,939",False
Malawi,Road injury,Injuries,2019.0,33.45,"6,221",False
Malawi,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,33.91,"6,308",False
Malawi,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,41.61,"7,739",False
Malawi,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,55.79,"10,377",False
Malawi,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,69.03,"12,839",False
Mayotte,,,,,nan,True
Namibia,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000.0,22.49,404,False
Namibia,Road injury,Injuries,2000.0,22.54,404,False
Namibia,Diabetes mellitus,Noncommunicable diseases,2000.0,32.37,581,False
Namibia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,45.95,825,False
Namibia,Ischaemic heart disease,Noncommunicable diseases,2000.0,51.06,916,False
Namibia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,58.2,"1,044",False
Namibia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,59.51,"1,068",False
Namibia,Stroke,Noncommunicable diseases,2000.0,65.74,"1,180",False
Namibia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,91.56,"1,643",False
Namibia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,380.33,"6,825",False
Namibia,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019.0,18.49,461,False
Namibia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,25.85,645,False
Namibia,Diabetes mellitus,Noncommunicable diseases,2019.0,29.04,724,False
Namibia,Road injury,Injuries,2019.0,34.81,868,False
Namibia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,44.71,"1,115",False
Namibia,Ischaemic heart disease,Noncommunicable diseases,2019.0,48.93,"1,221",False
Namibia,Stroke,Noncommunicable diseases,2019.0,53.43,"1,333",False
Namibia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,56.78,"1,416",False
Namibia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,58.71,"1,464",False
Namibia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,117.39,"2,928",False
Niger,Cirrhosis of the liver,Noncommunicable diseases,2000.0,21.79,"2,463",False
Niger,Road injury,Injuries,2000.0,28.51,"3,222",False
Niger,Ischaemic heart disease,Noncommunicable diseases,2000.0,33.09,"3,739",False
Niger,Stroke,Noncommunicable diseases,2000.0,40.5,"4,577",False
Niger,Congenital anomalies,Noncommunicable diseases,2000.0,40.79,"4,609",False
Niger,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,111.44,"12,593",False
Niger,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,150.92,"17,054",False
Niger,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,196.47,"22,201",False
Niger,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,279.4,"31,572",False
Niger,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,289.02,"32,659",False
Niger,Cirrhosis of the liver,Noncommunicable diseases,2019.0,17.67,"4,116",False
Niger,Congenital anomalies,Noncommunicable diseases,2019.0,18.65,"4,346",False
Niger,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,22.48,"5,237",False
Niger,Road injury,Injuries,2019.0,25.52,"5,946",False
Niger,Ischaemic heart disease,Noncommunicable diseases,2019.0,35.32,"8,229",False
Niger,Stroke,Noncommunicable diseases,2019.0,37.41,"8,717",False
Niger,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,68.8,"16,030",False
Niger,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,73.06,"17,022",False
Niger,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,90.53,"21,093",False
Niger,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,103.69,"24,160",False
Nigeria,Congenital anomalies,Noncommunicable diseases,2000.0,24.51,"29,905",False
Nigeria,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,29.21,"35,640",False
Nigeria,Ischaemic heart disease,Noncommunicable diseases,2000.0,42.53,"51,891",False
Nigeria,Stroke,Noncommunicable diseases,2000.0,45.79,"55,869",False
Nigeria,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,49.7,"60,632",False
Nigeria,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,65.6,"80,030",False
Nigeria,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,134.19,"163,713",False
Nigeria,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,145.0,"176,903",False
Nigeria,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,155.97,"190,286",False
Nigeria,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,162.7,"198,490",False
Nigeria,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,21.72,"43,651",False
Nigeria,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,21.95,"44,124",False
Nigeria,Congenital anomalies,Noncommunicable diseases,2019.0,24.72,"49,696",False
Nigeria,Stroke,Noncommunicable diseases,2019.0,28.73,"57,744",False
Nigeria,Ischaemic heart disease,Noncommunicable diseases,2019.0,30.53,"61,374",False
Nigeria,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,50.23,"100,963",False
Nigeria,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,63.35,"127,335",False
Nigeria,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,72.0,"144,724",False
Nigeria,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,103.12,"207,281",False
Nigeria,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,118.78,"238,750",False
Reunion,,,,,nan,True
Rwanda,Diabetes mellitus,Noncommunicable diseases,2000.0,27.24,"2,162",False
Rwanda,Road injury,Injuries,2000.0,37.96,"3,012",False
Rwanda,Cirrhosis of the liver,Noncommunicable diseases,2000.0,48.13,"3,818",False
Rwanda,Ischaemic heart disease,Noncommunicable diseases,2000.0,48.65,"3,860",False
Rwanda,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,60.6,"4,808",False
Rwanda,Stroke,Noncommunicable diseases,2000.0,91.56,"7,264",False
Rwanda,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,139.32,"11,053",False
Rwanda,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,161.43,"12,807",False
Rwanda,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,215.38,"17,088",False
Rwanda,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,220.88,"17,524",False
Rwanda,Diabetes mellitus,Noncommunicable diseases,2019.0,14.75,"1,858",False
Rwanda,Cirrhosis of the liver,Noncommunicable diseases,2019.0,20.22,"2,548",False
Rwanda,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,22.42,"2,826",False
Rwanda,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,24.77,"3,121",False
Rwanda,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,26.17,"3,298",False
Rwanda,Ischaemic heart disease,Noncommunicable diseases,2019.0,28.61,"3,605",False
Rwanda,Road injury,Injuries,2019.0,29.51,"3,718",False
Rwanda,Stroke,Noncommunicable diseases,2019.0,40.16,"5,060",False
Rwanda,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,41.9,"5,280",False
Rwanda,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,43.02,"5,420",False
Sudan,Hypertensive heart disease,Noncommunicable diseases,2000.0,14.15,"3,864",False
Sudan,Congenital anomalies,Noncommunicable diseases,2000.0,20.19,"5,511",False
Sudan,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,22.28,"6,084",False
Sudan,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,23.11,"6,309",False
Sudan,Road injury,Injuries,2000.0,25.48,"6,955",False
Sudan,Stroke,Noncommunicable diseases,2000.0,51.77,"14,134",False
Sudan,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,60.81,"16,601",False
Sudan,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,93.6,"25,554",False
Sudan,Ischaemic heart disease,Noncommunicable diseases,2000.0,101.3,"27,656",False
Sudan,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,127.17,"34,717",False
Sudan,Congenital anomalies,Noncommunicable diseases,2019.0,12.87,"5,507",False
Sudan,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,13.12,"5,614",False
Sudan,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,14.67,"6,277",False
Sudan,Hypertensive heart disease,Noncommunicable diseases,2019.0,17.03,"7,287",False
Sudan,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,21.73,"9,301",False
Sudan,Road injury,Injuries,2019.0,26.77,"11,459",False
Sudan,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,29.48,"12,619",False
Sudan,Stroke,Noncommunicable diseases,2019.0,48.09,"20,582",False
Sudan,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,78.61,"33,645",False
Sudan,Ischaemic heart disease,Noncommunicable diseases,2019.0,102.72,"43,966",False
Senegal,Diabetes mellitus,Noncommunicable diseases,2000.0,15.6,"1,528",False
Senegal,Congenital anomalies,Noncommunicable diseases,2000.0,20.45,"2,003",False
Senegal,Road injury,Injuries,2000.0,24.81,"2,431",False
Senegal,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,28.14,"2,757",False
Senegal,Stroke,Noncommunicable diseases,2000.0,42.26,"4,141",False
Senegal,Ischaemic heart disease,Noncommunicable diseases,2000.0,45.92,"4,499",False
Senegal,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,54.27,"5,317",False
Senegal,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,123.0,"12,052",False
Senegal,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,125.92,"12,338",False
Senegal,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,133.34,"13,064",False
Senegal,Congenital anomalies,Noncommunicable diseases,2019.0,14.51,"2,364",False
Senegal,Diabetes mellitus,Noncommunicable diseases,2019.0,14.7,"2,395",False
Senegal,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,16.43,"2,678",False
Senegal,Road injury,Injuries,2019.0,23.51,"3,832",False
Senegal,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,28.19,"4,595",False
Senegal,Stroke,Noncommunicable diseases,2019.0,32.77,"5,342",False
Senegal,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,32.78,"5,343",False
Senegal,Ischaemic heart disease,Noncommunicable diseases,2019.0,38.19,"6,224",False
Senegal,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,44.07,"7,184",False
Senegal,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,62.97,"10,264",False
St. Helena,,,,,nan,True
Sierra Leone,Road injury,Injuries,2000.0,31.23,"1,432",False
Sierra Leone,Congenital anomalies,Noncommunicable diseases,2000.0,31.83,"1,459",False
Sierra Leone,Stroke,Noncommunicable diseases,2000.0,51.62,"2,366",False
Sierra Leone,Ischaemic heart disease,Noncommunicable diseases,2000.0,54.38,"2,493",False
Sierra Leone,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,58.29,"2,672",False
Sierra Leone,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,74.96,"3,436",False
Sierra Leone,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,187.99,"8,619",False
Sierra Leone,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,190.62,"8,739",False
Sierra Leone,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,193.46,"8,869",False
Sierra Leone,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,211.66,"9,704",False
Sierra Leone,Congenital anomalies,Noncommunicable diseases,2019.0,19.61,"1,532",False
Sierra Leone,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,30.9,"2,414",False
Sierra Leone,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,32.58,"2,546",False
Sierra Leone,Road injury,Injuries,2019.0,33.04,"2,581",False
Sierra Leone,Stroke,Noncommunicable diseases,2019.0,48.24,"3,769",False
Sierra Leone,Ischaemic heart disease,Noncommunicable diseases,2019.0,51.54,"4,027",False
Sierra Leone,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,67.51,"5,275",False
Sierra Leone,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,87.34,"6,824",False
Sierra Leone,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,94.96,"7,420",False
Sierra Leone,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,98.31,"7,681",False
Somalia,Road injury,Injuries,2000.0,27.65,"2,453",False
Somalia,Ischaemic heart disease,Noncommunicable diseases,2000.0,42.9,"3,807",False
Somalia,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,57.62,"5,112",False
Somalia,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,58.99,"5,234",False
Somalia,Stroke,Noncommunicable diseases,2000.0,61.97,"5,498",False
Somalia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,90.91,"8,066",False
Somalia,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,102.05,"9,054",False
Somalia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,179.13,"15,893",False
Somalia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,228.46,"20,270",False
Somalia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,258.74,"22,956",False
Somalia,Road injury,Injuries,2019.0,27.47,"4,231",False
Somalia,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,31.33,"4,825",False
Somalia,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,34.94,"5,381",False
Somalia,Ischaemic heart disease,Noncommunicable diseases,2019.0,46.97,"7,233",False
Somalia,Stroke,Noncommunicable diseases,2019.0,55.81,"8,595",False
Somalia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,66.63,"10,261",False
Somalia,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,75.17,"11,576",False
Somalia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,99.76,"15,363",False
Somalia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,125.02,"19,253",False
Somalia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,140.98,"21,712",False
South Sudan,Road injury,Injuries,2000.0,19.24,"1,193",False
South Sudan,Ischaemic heart disease,Noncommunicable diseases,2000.0,23.01,"1,427",False
South Sudan,Congenital anomalies,Noncommunicable diseases,2000.0,25.46,"1,578",False
South Sudan,Stroke,Noncommunicable diseases,2000.0,34.56,"2,143",False
South Sudan,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,53.56,"3,321",False
South Sudan,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,77.75,"4,820",False
South Sudan,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,113.53,"7,038",False
South Sudan,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,155.27,"9,626",False
South Sudan,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,159.35,"9,879",False
South Sudan,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,172.77,"10,711",False
South Sudan,Congenital anomalies,Noncommunicable diseases,2019.0,18.2,"2,020",False
South Sudan,Ischaemic heart disease,Noncommunicable diseases,2019.0,26.39,"2,930",False
South Sudan,Stroke,Noncommunicable diseases,2019.0,31.91,"3,541",False
South Sudan,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,33.97,"3,771",False
South Sudan,Road injury,Injuries,2019.0,36.6,"4,063",False
South Sudan,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,48.13,"5,342",False
South Sudan,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,65.49,"7,270",False
South Sudan,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,71.3,"7,915",False
South Sudan,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,89.35,"9,918",False
South Sudan,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,105.27,"11,685",False
Sao Tome and Principe,Road injury,Injuries,2000.0,12.32,18,False
Sao Tome and Principe,Congenital anomalies,Noncommunicable diseases,2000.0,18.56,26,False
Sao Tome and Principe,Kidney diseases,Noncommunicable diseases,2000.0,19.32,27,False
Sao Tome and Principe,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000.0,20.48,29,False
Sao Tome and Principe,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,23.95,34,False
Sao Tome and Principe,Cirrhosis of the liver,Noncommunicable diseases,2000.0,26.28,37,False
Sao Tome and Principe,Stroke,Noncommunicable diseases,2000.0,44.49,63,False
Sao Tome and Principe,Ischaemic heart disease,Noncommunicable diseases,2000.0,44.61,63,False
Sao Tome and Principe,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,83.5,119,False
Sao Tome and Principe,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,105.52,150,False
Sao Tome and Principe,Congenital anomalies,Noncommunicable diseases,2019.0,12.56,27,False
Sao Tome and Principe,Cirrhosis of the liver,Noncommunicable diseases,2019.0,18.82,40,False
Sao Tome and Principe,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019.0,19.07,41,False
Sao Tome and Principe,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,19.18,41,False
Sao Tome and Principe,Kidney diseases,Noncommunicable diseases,2019.0,20.37,44,False
Sao Tome and Principe,Road injury,Injuries,2019.0,27.9,60,False
Sao Tome and Principe,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,36.11,78,False
Sao Tome and Principe,Stroke,Noncommunicable diseases,2019.0,42.73,92,False
Sao Tome and Principe,Ischaemic heart disease,Noncommunicable diseases,2019.0,50.09,108,False
Sao Tome and Principe,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,51.61,111,False
Eswatini,Self-harm,Injuries,2000.0,28.45,286,False
Eswatini,Kidney diseases,Noncommunicable diseases,2000.0,28.84,290,False
Eswatini,Road injury,Injuries,2000.0,29.86,300,False
Eswatini,Ischaemic heart disease,Noncommunicable diseases,2000.0,50.42,507,False
Eswatini,Diabetes mellitus,Noncommunicable diseases,2000.0,57.23,575,False
Eswatini,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,63.79,641,False
Eswatini,Stroke,Noncommunicable diseases,2000.0,64.15,645,False
Eswatini,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,93.82,943,False
Eswatini,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,111.07,"1,117",False
