date,indicator,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,"Congo, Democratic Republic of","Congo, Republic of",Cote d'Ivoire,Djibouti,Eastern and Southern Africa,"Egypt, Arab Republic of",Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,"Gambia, The",Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Madagascar,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,South Sudan,Southern Africa,Sudan,Swaziland,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2022-06-30,Cumulative Disbursements Since April 2020,-0.0,1128.95,641.45,357.94,1092.98,225.19,130.77,530.76,299.98,224.24,79.21,1532.96,226.11,1461.94,89.61,2.92,1864.39,0.0,0.0,142.1,3671.66,98.83,185.23,940.29,365.01,95.42,4313.47,92.23,267.84,831.32,588.41,418.24,311.84,-0.0,2396.33,1222.92,0.0,1154.38,4027.76,1067.92,61.17,1206.08,67.08,445.52,355.97,827.38,251.27,0.0,1420.03,,1529.77,344.33,939.0,1355.68,553.77,39.14
2022-07-31,Cumulative Disbursements Since April 2020,-0.0,1132.46,646.03,357.94,1104.41,232.7,131.17,534.49,302.7,227.3,79.77,1547.62,233.14,1471.0,92.35,4.78,1867.0,0.0,0.0,142.1,3691.52,98.95,195.88,941.4,369.12,96.6,4325.42,94.75,271.42,840.82,598.84,437.26,324.7,-0.0,2421.97,1249.11,0.0,1158.85,4097.95,1079.78,62.05,1220.97,67.08,453.33,357.68,827.38,251.27,0.0,1420.03,,1674.03,352.39,940.86,1366.8,555.74,39.14
2022-08-31,Cumulative Disbursements Since April 2020,-0.0,1636.48,656.17,357.94,1291.61,237.45,134.89,536.98,308.82,238.35,81.44,1797.9,243.42,1479.36,93.68,9.19,1954.69,0.0,0.0,142.1,3826.58,99.43,198.62,955.81,377.14,101.27,4352.95,95.92,280.03,848.53,605.71,466.86,327.51,-0.0,3089.52,1275.91,0.0,1175.48,4141.78,1091.7,63.26,1246.38,67.23,465.4,468.63,811.65,251.27,0.0,1420.03,,1675.0,352.82,1014.62,1378.32,563.79,39.14
2022-09-30,Cumulative Disbursements Since April 2020,-0.0,1711.81,659.82,357.94,1309.31,246.76,135.4,552.77,315.57,244.08,83.62,1847.95,251.71,1497.2,96.5,10.19,1969.14,0.0,0.0,142.79,4028.8,101.4,200.37,980.97,379.97,102.2,4431.53,98.07,283.3,866.17,624.8,484.86,337.54,-0.0,3119.47,1305.05,0.0,1192.68,4243.77,1133.36,65.0,1263.18,67.23,489.23,483.59,1202.68,263.83,0.0,1420.03,,1746.73,355.18,1071.76,1455.57,574.43,39.14
2022-10-31,Cumulative Disbursements Since April 2020,-0.0,1720.49,852.54,357.94,1314.39,252.12,136.15,566.5,330.72,249.88,85.57,1903.56,261.53,1527.16,103.11,13.38,2030.84,0.0,0.0,142.79,4082.28,103.21,207.4,988.77,384.38,105.04,4479.53,98.86,289.17,880.8,653.84,504.16,343.79,-0.0,3133.02,1639.5,0.0,1228.95,4375.04,1143.54,65.86,1284.53,67.23,493.98,496.68,1202.68,348.77,0.0,1420.03,,1751.04,360.37,1075.46,1485.56,576.06,39.14
2022-11-30,Cumulative Disbursements Since April 2020,-0.0,1724.03,864.16,372.2,1314.66,262.7,139.0,585.0,337.79,251.99,88.18,1931.9,269.92,1550.26,106.1,20.27,2037.45,0.0,0.0,142.79,4294.09,105.1,211.16,1000.39,390.51,112.29,4521.2,103.59,352.47,925.99,712.35,515.57,351.44,-0.0,3150.1,1753.03,0.0,1267.22,4759.33,1159.35,66.85,1302.26,67.36,514.75,502.52,1202.68,348.8,0.0,1420.03,,1766.93,369.12,1094.5,1520.13,759.28,39.14
2022-12-31,Cumulative Disbursements Since April 2020,-0.0,1743.02,881.2,372.2,1316.79,271.7,184.41,695.42,344.8,262.57,90.68,1990.54,332.33,2047.76,114.26,22.67,2039.54,0.0,0.0,149.58,4408.09,116.78,241.57,1024.4,399.82,113.65,4643.66,109.37,359.64,940.53,768.6,540.29,357.47,-0.0,3361.96,1786.97,0.0,1714.21,5104.82,1186.73,69.24,1331.18,92.58,632.66,641.31,1202.68,349.04,0.0,1420.03,,2385.09,384.68,1099.83,1548.42,1009.68,41.24
2023-01-31,Cumulative Disbursements Since April 2020,-0.0,1743.21,939.07,372.2,1336.03,279.36,187.05,742.16,349.65,264.67,91.11,2003.81,341.0,2102.49,116.18,24.43,2041.12,0.0,0.0,151.46,4604.88,120.4,254.01,1066.5,404.62,116.74,4659.39,118.69,363.42,949.9,797.29,547.31,393.08,-0.0,3362.48,1827.44,0.0,1729.74,5156.32,1211.81,71.03,1369.66,92.58,639.18,656.79,1202.68,349.1,0.0,1420.03,,2391.45,390.38,1109.57,1548.42,1014.06,41.24
2023-02-28,Cumulative Disbursements Since April 2020,-0.0,1749.14,950.65,389.63,1453.7,295.04,195.19,758.17,357.31,275.94,92.27,2070.78,347.13,2124.1,120.19,24.78,2043.73,0.0,0.0,151.46,4856.86,123.62,260.8,1103.65,410.45,119.78,4674.67,128.67,366.18,973.75,834.64,566.66,404.51,-0.0,3365.98,1850.1,0.0,1791.72,5276.31,1226.1,71.41,1385.62,92.58,643.89,660.11,1202.68,349.92,0.0,1420.03,,2468.39,402.1,1113.8,1565.22,1036.13,41.73
2023-03-31,Cumulative Disbursements Since April 2020,-0.0,1749.68,977.88,389.63,1540.69,303.45,196.2,792.17,367.53,318.66,94.01,2162.59,356.71,2160.21,124.64,36.48,2080.5,0.0,0.0,154.72,4932.28,123.71,265.26,1174.71,412.37,120.7,4730.54,130.04,380.45,1010.13,915.27,583.42,409.39,-0.0,3475.78,1881.59,0.0,1813.92,5399.68,1479.51,74.23,1416.54,92.7,661.58,672.03,1202.68,391.61,0.0,1420.03,,2720.51,427.91,1118.72,1599.84,1083.13,41.73
2023-04-30,Cumulative Disbursements Since April 2020,-0.0,1756.39,993.96,389.63,1554.87,317.51,196.2,813.45,374.88,330.77,101.93,2308.53,367.88,2178.01,126.54,87.42,2236.45,0.0,0.0,154.72,5038.41,123.71,277.78,1263.07,425.48,122.37,4756.54,130.95,391.31,1029.38,949.51,612.73,417.47,-0.0,3476.35,1931.65,0.0,1849.68,5613.83,1498.71,75.81,1437.3,92.78,667.52,678.27,1202.68,412.18,0.0,1420.03,,2769.88,434.27,1178.64,1608.69,1125.35,41.73
2023-05-31,Cumulative Disbursements Since April 2020,-0.0,1761.23,1037.97,389.63,1609.86,321.86,202.71,823.09,385.24,344.28,106.24,2374.0,380.64,2342.13,130.98,89.56,2450.72,0.0,0.0,154.72,5359.19,123.9,284.1,1348.07,431.29,126.77,4810.84,135.59,396.4,1050.67,985.7,656.62,427.0,-0.0,3476.35,2007.73,0.0,1880.1,5692.97,1516.62,78.23,1467.85,92.81,677.87,685.03,1202.68,414.68,0.0,1420.03,,2826.28,444.95,1197.52,1635.57,1131.55,41.73
2023-06-30,Cumulative Disbursements Since April 2020,-0.0,1863.42,1131.1,389.63,1675.83,352.73,207.74,895.93,417.74,404.82,111.3,3143.93,390.12,2453.17,145.77,99.73,2481.26,0.0,0.0,158.35,5545.37,132.39,295.86,1433.93,479.4,137.96,5991.96,139.87,411.25,1283.33,1078.44,705.19,437.12,-0.0,3650.55,2168.92,0.0,1936.71,5861.5,1553.24,82.25,1887.72,97.84,685.13,697.81,1202.68,507.2,0.0,1420.03,,3051.35,492.5,1218.28,1712.42,1158.5,41.73
2023-07-31,Cumulative Disbursements Since April 2020,-0.0,1892.29,1144.28,411.59,1691.59,358.19,208.15,902.72,421.84,406.35,121.35,3172.32,394.4,2461.85,150.87,100.12,2488.27,0.0,0.0,158.58,5601.71,132.4,297.94,1445.81,483.89,140.5,6006.46,140.22,478.11,1290.9,1096.82,716.24,456.02,-0.0,4118.95,2236.19,0.0,1948.7,5904.19,1572.91,84.07,1898.11,97.84,701.86,713.5,1203.78,508.31,0.0,1420.03,,3117.04,499.57,1218.28,1712.4,1162.46,41.73
2023-08-31,Cumulative Disbursements Since April 2020,-0.0,1894.96,1154.19,411.59,1725.31,377.99,213.71,909.7,428.59,417.52,123.1,3109.94,397.07,2484.22,153.62,101.89,2535.86,0.0,0.0,161.72,5676.69,132.42,305.09,1486.07,494.6,142.91,6020.47,143.65,494.26,1342.26,1175.74,733.73,461.52,-0.0,4118.95,2271.22,0.0,1948.7,6134.97,1595.64,85.28,1917.12,98.11,707.53,738.69,1203.78,512.34,0.0,1420.03,,3243.5,505.38,1243.6,1791.2,1171.26,41.73
2023-09-30,Cumulative Disbursements Since April 2020,-0.0,1901.89,1160.3,420.25,1760.74,384.32,213.71,938.42,432.77,435.3,124.22,3125.05,398.9,2493.55,161.77,107.0,2538.86,0.0,0.0,162.93,5796.64,132.42,314.78,1495.91,502.4,150.84,6087.04,144.63,499.07,1358.2,1203.38,743.84,466.69,-0.0,4144.63,2302.06,0.0,1948.64,6225.27,1623.47,101.28,1942.13,98.2,716.0,909.87,1203.78,512.59,0.0,1420.03,,3275.18,510.07,1243.6,1825.46,1183.38,41.73
2023-10-31,Cumulative Disbursements Since April 2020,-0.0,2415.63,1326.35,420.25,1787.05,430.44,212.36,980.77,455.64,445.35,126.13,3143.77,401.27,2605.21,162.98,108.76,2543.24,0.0,0.0,163.44,5968.71,132.42,319.67,1560.9,514.74,152.35,6125.94,145.91,501.62,1397.19,1240.12,747.74,471.44,-0.0,4144.63,2430.85,0.0,1948.61,6585.92,1646.34,102.68,1978.35,98.34,719.64,972.74,1203.78,514.66,0.0,1420.03,,3394.12,660.43,1247.7,1826.53,1189.94,41.73
2023-11-30,Cumulative Disbursements Since April 2020,-0.0,2426.66,1360.11,420.24,1812.93,462.0,215.16,1002.28,465.9,471.62,151.37,3188.47,409.67,2632.14,169.39,110.07,2600.16,0.0,0.0,166.53,6057.5,132.42,334.12,1658.82,527.31,153.94,6156.67,145.82,515.35,1404.46,1261.35,774.89,478.88,-0.0,4170.12,2479.4,0.0,1948.61,6857.68,1680.96,103.87,2002.21,98.45,744.2,988.5,1203.78,515.35,0.0,1420.03,,3673.26,670.7,1247.7,1854.47,1210.43,41.73
2023-12-31,Cumulative Disbursements Since April 2020,-0.0,2456.32,1389.47,420.24,1876.73,470.54,243.97,1010.95,495.55,477.41,156.0,3217.42,424.92,3037.45,174.68,113.84,2604.04,0.0,0.0,169.65,6187.62,137.6,387.6,1756.21,548.84,155.81,6239.17,152.02,525.64,1468.47,1388.28,822.83,500.77,-0.0,4170.12,2847.81,0.0,1948.61,6975.64,1843.97,104.77,2027.69,98.55,821.23,1016.06,1203.78,515.81,0.0,1420.03,,4234.27,682.83,1308.68,1895.08,1345.32,41.73
2024-01-31,Cumulative Disbursements Since April 2020,-0.0,2459.4,1399.4,420.62,1921.72,475.63,243.9,1050.58,501.15,489.63,158.12,3218.13,507.92,3056.46,178.66,114.26,2607.0,0.0,0.0,174.57,6246.37,138.31,396.59,1777.81,553.34,161.38,6259.76,154.29,533.05,1492.67,1443.4,822.83,504.77,-0.0,4185.79,2903.24,0.0,1948.61,7096.08,1869.3,107.67,2089.63,98.68,821.78,1016.81,2203.78,518.67,0.0,1420.03,,4314.82,695.89,1308.68,1954.34,1373.62,41.73
