year,name,Humanitarian,Education,Health,Refugees in Donor Countries,Multi-sector,Administrative Costs of Donors,Government,Agriculture and Forestry & Fishing,Transport & Storage and communications,Energy,Civil society,Unallocated/ Unspecified,"Social infrastructure, protection and services",Water Supply & Sanitation,Banking & Financial Services and Business,General Budget Support,Conflict Peace and Security,Environment Protection,"Industry, Mining, Construction",Action Relating to Debt,Other,Trade Policies & Regulations,source
2017,Italy,639.6,296.8,312.2,2034.4,279.5,153.5,342.3,310.4,223.4,459.7,155.8,268.2,178.6,142.0,73.5,132.4,127.1,171.0,62.1,237.9,66.9,41.6,OECD DAC Creditor Reporting System (CRS)
2017,Japan,718.1,581.0,822.8,0.2,1330.7,536.5,399.3,750.9,4007.3,1991.4,54.8,100.4,257.0,1032.6,98.6,541.7,60.6,255.9,472.5,32.1,151.3,118.2,OECD DAC Creditor Reporting System (CRS)
2017,Latvia,7.9,3.5,1.9,0.5,3.1,2.0,3.7,2.7,1.6,1.2,1.7,1.0,1.7,1.2,0.6,1.5,2.0,1.2,0.6,0.0,0.5,0.5,OECD DAC Creditor Reporting System (CRS)
2017,Lithuania,10.1,7.8,3.4,1.7,5.2,10.3,5.7,4.6,2.9,2.3,3.6,6.9,3.0,2.0,1.0,3.0,3.0,2.2,1.0,0.0,1.0,1.1,OECD DAC Creditor Reporting System (CRS)
2017,Luxembourg,79.9,56.6,70.6,,26.1,29.1,22.9,36.6,18.1,6.5,21.5,35.3,25.2,22.6,23.7,1.4,6.1,4.9,3.7,0.3,6.1,1.7,OECD DAC Creditor Reporting System (CRS)
2017,Netherlands,645.7,197.3,650.3,1066.0,313.6,525.7,271.2,348.2,83.2,183.0,503.3,102.7,116.0,286.0,253.3,79.9,226.1,92.4,61.1,153.5,71.1,92.6,OECD DAC Creditor Reporting System (CRS)
2017,New Zealand,48.1,81.0,22.9,18.6,22.2,48.7,26.9,49.4,15.7,25.2,5.9,4.1,8.0,10.1,9.8,16.6,12.5,5.5,0.4,0.2,0.3,11.3,OECD DAC Creditor Reporting System (CRS)
2017,Norway,696.9,445.7,590.4,161.8,160.2,302.9,136.0,150.3,40.0,171.3,264.7,183.9,99.2,41.0,290.8,36.1,171.2,453.0,35.1,28.5,2.2,16.9,OECD DAC Creditor Reporting System (CRS)
2017,Poland,154.4,156.8,32.4,8.1,125.7,32.7,56.0,63.7,27.7,54.3,43.3,8.8,47.5,19.1,10.8,25.5,32.5,19.4,9.3,0.1,8.8,9.5,OECD DAC Creditor Reporting System (CRS)
2017,Portugal,51.9,80.1,22.9,7.0,32.3,22.9,28.8,24.1,26.8,21.2,11.7,11.4,39.6,24.8,8.5,15.4,17.5,8.1,4.9,25.6,20.8,4.8,OECD DAC Creditor Reporting System (CRS)
2017,Slovakia,18.7,12.6,8.0,1.7,8.2,9.1,11.6,7.8,4.8,3.8,5.7,23.3,4.9,5.1,2.8,4.4,6.9,3.5,1.8,0.0,1.6,1.5,OECD DAC Creditor Reporting System (CRS)
2017,Slovenia,11.1,16.7,3.6,1.2,5.0,7.8,6.9,4.5,3.1,2.7,2.9,1.2,4.6,4.9,1.6,2.7,4.6,3.0,1.3,0.0,0.9,0.9,OECD DAC Creditor Reporting System (CRS)
2017,South Korea,111.6,227.3,287.3,,95.3,80.2,101.4,145.3,1778.2,638.3,14.5,656.2,79.0,176.2,30.4,6.2,35.4,22.7,3724.5,2.1,12.6,12.3,OECD DAC Creditor Reporting System (CRS)
2017,Spain,304.6,198.9,180.8,253.4,278.1,194.8,195.6,209.4,146.2,294.9,159.2,244.2,134.7,102.6,57.9,78.6,106.3,70.6,36.6,148.5,30.1,33.6,OECD DAC Creditor Reporting System (CRS)
2017,Sweden,721.8,229.3,534.2,846.9,344.0,269.9,273.4,210.9,114.9,168.1,626.7,153.2,163.6,162.9,174.0,32.3,192.4,206.8,70.5,4.7,14.6,55.7,OECD DAC Creditor Reporting System (CRS)
2017,Switzerland,451.1,208.6,248.3,394.4,209.6,259.7,334.0,214.4,87.6,133.9,97.4,349.1,96.7,186.8,92.3,33.9,89.1,117.6,116.6,5.2,8.3,49.1,OECD DAC Creditor Reporting System (CRS)
2017,United Kingdom,2872.8,1580.6,3382.7,614.4,1765.7,1056.7,1031.0,1075.7,801.1,769.0,728.7,511.7,675.8,560.1,848.4,1298.0,845.2,719.0,475.8,68.1,112.2,202.7,OECD DAC Creditor Reporting System (CRS)
2017,United States,8979.4,2143.6,13239.8,1823.2,775.2,3613.0,3061.9,1755.7,544.0,1448.2,838.8,285.7,634.6,819.2,958.4,142.7,940.8,1099.3,150.1,45.5,842.4,303.0,OECD DAC Creditor Reporting System (CRS)
2018,Australia,236.0,259.9,373.3,,568.2,223.3,321.8,178.2,207.1,148.2,186.3,85.6,82.9,104.1,91.2,3.4,231.3,44.1,60.7,0.1,64.3,37.3,OECD DAC Creditor Reporting System (CRS)
2018,Austria,97.4,229.9,47.7,68.8,90.3,59.8,77.4,78.3,65.2,150.8,37.8,214.9,56.6,53.4,25.8,23.5,25.2,21.4,28.5,14.5,8.8,11.1,OECD DAC Creditor Reporting System (CRS)
2018,Belgium,332.3,205.7,223.7,271.4,219.4,145.2,131.8,201.8,78.7,104.2,86.3,74.4,67.3,84.3,127.4,31.3,45.3,113.6,19.7,8.1,12.5,17.6,OECD DAC Creditor Reporting System (CRS)
2018,Canada,860.3,328.2,1040.9,594.8,327.5,307.3,193.0,284.9,100.0,341.6,163.6,104.6,120.5,96.6,149.5,17.4,115.4,57.3,88.4,0.8,18.5,21.4,OECD DAC Creditor Reporting System (CRS)
2018,Czechia,59.7,30.6,14.7,32.3,26.1,19.0,36.6,26.0,11.4,11.8,18.5,18.1,11.8,12.3,8.0,9.8,13.9,10.0,4.6,0.0,4.1,3.9,OECD DAC Creditor Reporting System (CRS)
2018,Denmark,479.1,176.5,221.8,69.9,94.9,178.5,135.0,160.6,69.9,152.4,181.8,549.8,86.5,63.0,132.7,30.9,125.3,120.0,63.6,3.2,30.0,31.2,OECD DAC Creditor Reporting System (CRS)
2018,Estonia,9.5,7.0,2.3,3.5,4.1,3.9,5.2,2.5,2.6,1.4,3.7,3.8,1.5,1.0,1.6,1.1,3.1,2.0,0.6,0.0,0.5,0.9,OECD DAC Creditor Reporting System (CRS)
2018,Finland,116.8,85.1,59.9,61.6,60.2,69.3,59.7,92.0,72.1,91.4,54.1,43.5,43.6,36.9,93.5,14.6,40.7,28.1,13.6,0.2,5.5,19.7,OECD DAC Creditor Reporting System (CRS)
2018,France,604.6,1751.0,1021.5,863.9,1226.3,833.5,1069.4,832.2,1304.8,1350.8,225.0,809.2,626.3,985.7,872.1,604.2,159.0,673.8,512.8,190.7,106.4,301.3,OECD DAC Creditor Reporting System (CRS)
2018,Germany,3788.1,3229.0,1649.8,4403.9,2202.5,1180.2,1544.5,1313.5,903.0,2882.1,1102.1,285.9,579.3,1370.7,2485.0,507.5,1231.8,1351.2,379.7,30.7,400.0,437.2,OECD DAC Creditor Reporting System (CRS)
2018,Greece,39.2,20.2,13.4,30.2,24.4,11.5,24.7,19.6,16.0,12.0,11.2,1.7,9.2,8.5,7.5,11.9,10.8,7.4,4.5,0.0,4.2,4.2,OECD DAC Creditor Reporting System (CRS)
2018,Hungary,20.8,80.6,15.3,4.5,6.1,2.7,6.6,20.2,7.1,7.1,1.9,4.5,17.5,24.1,0.7,4.5,2.2,2.0,0.4,0.0,1.1,1.1,OECD DAC Creditor Reporting System (CRS)
2018,Iceland,9.0,1.3,3.8,12.2,10.1,4.1,1.2,6.6,1.0,6.6,4.5,1.0,9.2,5.4,0.4,0.0,1.2,0.1,0.2,0.5,0.0,0.1,OECD DAC Creditor Reporting System (CRS)
2018,Ireland,214.2,75.9,113.8,60.5,47.5,53.0,37.9,53.9,15.9,18.8,74.2,55.1,40.9,15.0,10.9,9.8,26.2,20.5,6.6,0.1,5.4,6.4,OECD DAC Creditor Reporting System (CRS)
2018,Italy,574.1,333.7,366.2,1198.6,375.8,157.9,378.0,304.7,243.8,263.4,161.5,82.4,162.3,139.7,74.2,112.8,119.4,115.3,111.2,17.7,52.0,49.5,OECD DAC Creditor Reporting System (CRS)
2018,Japan,595.1,620.2,711.5,0.3,1243.0,584.0,352.1,650.0,3913.3,1858.2,92.6,118.1,305.4,1016.5,120.3,284.2,88.7,101.0,244.6,20.2,124.6,75.4,OECD DAC Creditor Reporting System (CRS)
2018,Latvia,6.2,2.9,1.7,1.4,4.1,2.0,3.9,2.6,1.5,1.4,1.8,1.2,1.4,1.0,0.8,1.3,2.2,1.1,0.6,0.0,0.5,0.5,OECD DAC Creditor Reporting System (CRS)
2018,Lithuania,13.0,9.5,3.3,1.6,6.6,7.1,8.0,5.1,2.9,3.1,4.8,0.8,3.2,1.9,1.8,2.5,3.9,2.3,1.3,0.0,1.1,1.2,OECD DAC Creditor Reporting System (CRS)
2018,Luxembourg,83.5,66.2,72.6,,34.2,29.4,24.9,34.2,11.3,7.9,19.9,46.2,23.1,29.9,29.2,1.4,7.7,4.3,4.1,0.1,1.8,3.7,OECD DAC Creditor Reporting System (CRS)
2018,Netherlands,535.4,347.3,766.7,748.1,311.2,497.3,405.7,423.2,134.9,253.1,556.4,81.8,176.8,333.0,361.7,61.6,240.3,122.4,79.6,2.4,52.2,89.2,OECD DAC Creditor Reporting System (CRS)
2018,New Zealand,51.6,80.2,28.6,18.4,37.9,52.6,39.3,56.7,38.0,36.1,7.6,4.4,8.6,15.0,28.0,30.3,3.0,6.7,1.2,0.0,0.3,13.4,OECD DAC Creditor Reporting System (CRS)
2018,Norway,629.0,402.9,560.8,101.2,200.3,311.1,156.2,160.8,41.8,493.6,281.7,66.3,72.9,41.7,454.8,23.8,194.2,464.0,36.1,26.1,2.1,13.8,OECD DAC Creditor Reporting System (CRS)
2018,Poland,140.5,178.3,33.7,8.1,61.5,34.1,142.8,90.8,34.7,48.8,49.2,27.4,32.3,17.6,16.0,24.1,33.7,19.5,11.4,,10.1,10.2,OECD DAC Creditor Reporting System (CRS)
2018,Portugal,44.1,86.1,23.8,10.9,35.4,22.2,32.5,21.9,24.3,18.2,13.0,2.8,23.0,21.5,19.6,12.6,18.9,7.9,5.1,28.3,18.6,8.2,OECD DAC Creditor Reporting System (CRS)
2018,Slovakia,22.6,13.5,7.8,1.0,9.9,7.9,15.9,8.6,5.1,4.8,5.9,21.5,4.6,4.5,2.8,4.2,7.5,3.3,2.0,0.0,1.9,1.6,OECD DAC Creditor Reporting System (CRS)
2018,Slovenia,11.1,18.0,3.1,2.9,5.4,8.0,8.0,4.7,2.9,5.6,3.1,7.2,3.3,3.6,2.0,2.3,4.2,2.8,1.1,0.0,0.9,0.8,OECD DAC Creditor Reporting System (CRS)
2018,South Korea,143.0,227.4,331.5,1.7,87.6,79.7,114.8,211.3,2139.6,398.3,15.3,151.4,110.1,169.5,30.3,5.6,44.2,65.3,4958.2,0.3,13.0,110.2,OECD DAC Creditor Reporting System (CRS)
2018,Spain,297.0,217.0,165.4,303.9,249.8,196.9,211.9,206.6,168.5,173.4,181.0,241.5,116.2,137.8,59.1,68.7,118.4,74.7,85.2,6.0,30.5,35.0,OECD DAC Creditor Reporting System (CRS)
2018,Sweden,807.4,287.4,546.4,531.9,365.8,285.4,291.7,252.2,117.7,224.1,663.5,166.9,201.4,213.5,234.8,29.4,213.5,385.9,89.9,0.3,16.3,51.7,OECD DAC Creditor Reporting System (CRS)
2018,Switzerland,430.7,210.8,232.8,332.0,202.1,282.1,321.1,213.0,77.1,104.9,121.8,266.2,77.6,156.0,149.6,30.8,89.8,108.0,93.2,0.6,5.9,50.0,OECD DAC Creditor Reporting System (CRS)
2018,United Kingdom,2801.6,1654.4,3521.5,589.4,2084.1,1221.4,1197.3,1103.5,947.6,1577.2,735.0,234.3,723.5,693.8,1964.2,253.2,844.3,757.4,761.5,7.7,106.5,233.2,OECD DAC Creditor Reporting System (CRS)
2018,United States,8896.6,2141.8,12335.0,1984.2,823.2,3278.4,3257.8,1490.5,405.6,905.0,1007.5,115.6,488.7,635.6,630.8,184.0,1001.9,828.2,112.3,7.1,1181.4,217.4,OECD DAC Creditor Reporting System (CRS)
2019,Australia,300.0,223.7,411.1,,509.7,231.3,330.9,163.7,244.4,128.0,118.1,462.5,110.1,105.8,103.2,9.0,136.0,46.1,27.0,0.0,45.6,32.3,OECD DAC Creditor Reporting System (CRS)
2019,Austria,124.7,240.8,52.5,35.6,109.2,63.5,106.5,111.3,75.0,215.9,44.9,46.7,55.1,58.3,161.6,21.7,32.8,56.9,124.6,0.3,6.7,11.1,OECD DAC Creditor Reporting System (CRS)
2019,Belgium,332.6,210.4,215.8,158.4,227.0,158.6,145.5,200.1,77.9,128.8,80.0,102.3,66.3,79.0,256.8,29.2,50.8,85.9,58.6,0.2,10.4,17.3,OECD DAC Creditor Reporting System (CRS)
2019,Canada,792.3,397.4,992.0,564.1,287.3,332.7,252.6,272.9,132.2,276.0,215.5,163.6,135.5,102.0,148.2,8.5,117.8,185.3,105.7,0.3,7.8,21.6,OECD DAC Creditor Reporting System (CRS)
2019,Czechia,62.3,31.6,16.8,8.0,30.4,16.0,39.7,23.8,10.7,12.6,19.7,9.4,14.0,12.3,11.1,8.9,14.5,9.3,5.3,31.8,3.3,3.9,OECD DAC Creditor Reporting System (CRS)
2019,Denmark,576.7,141.6,194.5,58.8,110.4,174.2,174.8,114.8,55.8,161.2,207.3,573.6,97.4,65.8,196.1,17.6,134.1,51.0,34.7,7.1,26.6,13.6,OECD DAC Creditor Reporting System (CRS)
2019,Estonia,10.3,6.5,2.2,0.9,4.2,5.7,6.5,2.4,2.2,1.5,3.9,2.1,1.5,1.0,2.3,1.2,4.3,1.3,0.9,0.0,0.5,0.7,OECD DAC Creditor Reporting System (CRS)
2019,Finland,130.5,91.4,56.6,100.7,82.6,75.7,75.3,107.4,53.9,142.0,57.7,103.1,36.0,38.4,86.0,13.4,45.2,16.9,45.8,0.8,4.5,9.5,OECD DAC Creditor Reporting System (CRS)
2019,France,640.3,1755.6,1047.7,1358.0,1369.0,920.1,900.5,901.1,1399.8,1710.3,265.5,565.4,345.4,819.8,725.1,698.7,169.4,632.3,515.9,75.8,66.3,107.3,OECD DAC Creditor Reporting System (CRS)
2019,Germany,3358.0,3649.6,1710.0,3568.9,1927.8,1419.4,1330.6,1291.4,1104.1,2703.8,1170.4,340.4,910.3,1255.7,2545.0,594.1,1078.4,1322.0,752.0,47.5,412.7,302.1,OECD DAC Creditor Reporting System (CRS)
2019,Greece,37.7,19.2,11.0,153.1,28.8,12.0,26.8,18.1,12.1,9.8,11.7,3.3,7.9,7.0,6.4,11.5,11.7,6.7,4.0,0.0,3.5,3.8,OECD DAC Creditor Reporting System (CRS)
2019,Hungary,40.1,141.8,16.7,0.6,25.6,9.7,21.3,19.3,16.8,9.4,8.9,5.3,7.2,23.3,9.7,6.4,9.8,5.0,3.3,0.0,2.3,2.7,OECD DAC Creditor Reporting System (CRS)
2019,Iceland,7.6,6.4,5.6,9.4,4.4,6.0,1.1,7.3,0.8,6.0,4.6,1.3,1.7,6.0,0.3,0.0,0.4,0.1,0.1,0.6,0.0,0.1,OECD DAC Creditor Reporting System (CRS)
2019,Ireland,211.1,78.6,119.1,91.8,65.9,65.3,42.7,53.5,15.6,25.6,79.7,45.7,27.6,13.1,14.2,9.0,31.0,19.3,7.8,0.1,5.3,6.6,OECD DAC Creditor Reporting System (CRS)
2019,Italy,515.9,352.7,370.2,494.6,408.1,174.3,356.0,287.3,246.7,252.8,161.0,78.4,170.9,138.6,98.5,103.5,119.3,139.1,113.3,29.5,39.4,40.0,OECD DAC Creditor Reporting System (CRS)
2019,Japan,576.7,720.4,774.7,0.3,1228.6,569.7,370.3,809.5,4689.8,1893.4,64.5,102.0,433.0,883.3,161.4,246.0,60.7,183.7,288.2,1.2,73.9,69.1,OECD DAC Creditor Reporting System (CRS)
2019,Latvia,6.6,3.7,1.6,1.3,3.6,2.2,4.4,2.4,1.3,1.3,2.0,0.6,1.3,0.9,1.1,1.2,2.5,1.0,0.7,0.0,0.4,0.5,OECD DAC Creditor Reporting System (CRS)
2019,Lithuania,14.0,10.7,3.2,1.7,7.7,8.0,9.7,4.8,2.6,3.4,4.7,1.0,3.1,1.8,2.5,2.4,4.2,2.1,1.6,0.0,0.9,1.1,OECD DAC Creditor Reporting System (CRS)
2019,Luxembourg,85.8,70.2,83.6,0.3,31.9,30.0,33.8,39.4,8.6,12.4,20.8,37.2,18.5,30.4,36.7,1.4,7.1,3.4,1.8,0.1,2.0,3.1,OECD DAC Creditor Reporting System (CRS)
2019,Netherlands,446.7,237.4,653.3,600.7,279.4,529.8,547.8,417.4,128.0,216.8,525.8,93.3,197.8,305.6,335.3,54.7,212.5,145.0,81.1,2.5,55.2,85.7,OECD DAC Creditor Reporting System (CRS)
2019,New Zealand,50.2,80.4,27.7,17.9,49.5,59.4,43.6,59.5,36.9,34.7,16.2,4.3,10.2,10.5,20.4,17.5,5.4,13.5,1.1,0.0,0.3,13.2,OECD DAC Creditor Reporting System (CRS)
2019,Norway,698.3,400.6,556.0,64.4,207.2,329.0,224.3,158.9,56.0,284.8,312.1,62.5,113.7,44.2,548.9,23.6,227.3,489.2,44.1,27.5,8.5,14.8,OECD DAC Creditor Reporting System (CRS)
2019,Poland,127.9,232.3,47.6,7.7,75.7,36.3,85.7,68.5,43.8,51.7,53.7,13.7,32.7,19.9,26.6,22.6,37.8,18.3,13.8,0.0,8.4,10.2,OECD DAC Creditor Reporting System (CRS)
2019,Portugal,50.7,95.1,28.2,9.1,35.4,24.6,34.2,23.4,23.6,15.7,14.9,6.6,21.8,23.9,10.0,12.0,20.6,8.2,6.5,34.4,8.2,7.7,OECD DAC Creditor Reporting System (CRS)
2019,Slovakia,20.0,12.6,6.2,1.1,11.5,8.4,17.5,8.7,4.4,5.7,6.1,5.7,4.8,3.9,3.7,3.9,7.5,3.0,2.2,,1.4,1.5,OECD DAC Creditor Reporting System (CRS)
2019,Slovenia,11.1,21.5,2.9,2.7,6.7,8.2,8.7,4.4,2.7,4.0,3.4,0.9,3.1,5.7,3.2,2.1,5.4,2.6,1.2,0.0,0.8,0.8,OECD DAC Creditor Reporting System (CRS)
2019,South Korea,156.1,260.8,304.2,1.4,88.1,87.3,126.6,180.9,1296.4,761.4,16.8,157.1,108.0,405.9,84.3,8.0,21.6,42.2,830.2,0.3,6.6,13.4,OECD DAC Creditor Reporting System (CRS)
2019,Spain,321.5,200.6,152.3,343.7,342.4,198.1,234.9,209.3,143.1,242.8,198.1,113.5,109.5,102.5,87.9,64.8,105.8,91.6,60.5,0.3,27.0,31.2,OECD DAC Creditor Reporting System (CRS)
2019,Sweden,780.2,253.9,534.4,282.8,343.7,286.7,309.0,250.5,125.3,233.5,707.9,216.6,208.2,145.7,251.9,25.9,216.9,217.5,89.7,1.1,11.8,39.6,OECD DAC Creditor Reporting System (CRS)
2019,Switzerland,458.4,211.1,243.4,340.1,204.9,286.8,364.8,201.6,80.9,143.1,141.0,225.3,102.0,186.6,191.6,10.9,82.3,81.7,103.7,0.4,1.7,52.1,OECD DAC Creditor Reporting System (CRS)
2019,United Kingdom,3359.6,1635.4,3543.1,745.3,2108.4,1390.3,1249.1,1103.4,863.9,1243.8,824.5,187.0,614.5,491.1,2249.0,169.4,791.4,705.2,893.9,1.1,160.9,270.9,OECD DAC Creditor Reporting System (CRS)
2019,United States,10252.6,1828.8,9772.1,2353.2,564.1,3479.9,3348.1,1338.0,352.3,981.5,1217.9,243.6,458.2,583.4,1118.4,112.9,1061.7,728.6,67.9,7.4,664.3,146.5,OECD DAC Creditor Reporting System (CRS)
2020,Australia,309.2,187.0,528.6,,415.8,230.1,300.2,158.5,144.8,52.4,123.8,174.6,102.6,80.6,84.0,120.8,57.5,42.5,16.9,0.1,39.7,23.0,OECD DAC Creditor Reporting System (CRS)
2020,Austria,141.6,233.3,49.9,34.2,98.7,61.3,105.4,125.3,48.8,235.0,41.9,38.4,61.2,48.6,122.9,49.3,31.2,43.9,67.8,16.6,8.6,9.3,OECD DAC Creditor Reporting System (CRS)
2020,Belgium,350.1,202.5,226.3,149.1,223.0,130.6,168.3,211.4,83.6,116.7,87.2,80.8,93.7,68.3,164.4,64.1,53.4,80.6,79.4,0.1,9.1,14.9,OECD DAC Creditor Reporting System (CRS)
2020,Canada,801.2,405.6,946.9,747.7,330.8,354.9,265.6,391.9,85.6,340.4,509.0,87.0,119.0,68.9,117.7,15.2,121.5,87.5,63.0,0.5,24.6,13.8,OECD DAC Creditor Reporting System (CRS)
2020,Czechia,64.9,30.8,20.0,7.0,24.6,14.8,38.1,21.1,8.8,10.7,19.0,9.4,15.9,13.9,10.8,21.4,15.0,9.7,4.1,0.0,2.9,3.3,OECD DAC Creditor Reporting System (CRS)
2020,Denmark,490.1,167.7,180.8,59.6,98.5,187.9,206.2,137.4,45.3,143.5,184.4,269.0,131.3,58.1,102.5,33.7,105.5,50.6,28.3,8.4,20.0,31.8,OECD DAC Creditor Reporting System (CRS)
2020,Estonia,12.0,5.6,2.8,0.8,3.3,5.7,6.8,2.2,1.6,1.4,3.7,1.3,2.1,1.0,2.3,3.0,3.4,1.3,0.6,0.0,0.4,0.6,OECD DAC Creditor Reporting System (CRS)
2020,Finland,184.9,109.8,104.4,64.6,70.8,72.0,104.9,105.2,29.2,70.7,66.2,52.8,48.8,35.0,202.2,26.6,50.0,19.9,30.3,3.8,4.2,9.4,OECD DAC Creditor Reporting System (CRS)
2020,France,610.1,1945.6,1102.0,1310.6,1324.1,870.9,1525.7,1135.6,1273.2,1135.9,342.9,664.2,1007.8,803.8,1106.4,1300.1,181.2,1115.6,879.3,510.3,66.2,135.9,OECD DAC Creditor Reporting System (CRS)
2020,Germany,3127.3,3974.5,3601.6,2985.7,2503.5,1441.5,2620.8,1812.5,832.8,2485.8,1196.3,727.6,1943.2,1367.8,2963.3,398.9,1274.8,1478.0,687.3,23.2,480.1,295.4,OECD DAC Creditor Reporting System (CRS)
2020,Greece,34.5,18.2,11.1,90.2,23.0,11.0,32.0,17.2,10.1,9.6,12.2,2.0,12.7,6.5,8.4,22.9,12.0,6.5,3.4,0.0,3.2,3.4,OECD DAC Creditor Reporting System (CRS)
2020,Hungary,43.1,161.2,41.1,3.3,27.3,11.9,35.7,31.7,8.7,9.7,10.7,19.7,19.6,13.5,9.9,17.7,12.0,5.5,27.4,0.0,2.4,10.2,OECD DAC Creditor Reporting System (CRS)
2020,Iceland,7.1,7.3,13.0,7.2,2.2,6.1,1.9,4.8,0.8,3.8,5.5,1.3,1.4,4.8,0.7,0.0,0.1,0.1,0.2,0.6,0.0,0.1,OECD DAC Creditor Reporting System (CRS)
2020,Ireland,223.8,74.4,133.4,41.0,62.2,62.6,53.0,51.5,16.8,21.0,75.7,37.5,50.0,14.0,18.1,29.1,32.5,20.4,6.2,0.2,5.0,6.7,OECD DAC Creditor Reporting System (CRS)
2020,Italy,533.1,339.0,367.0,246.2,396.6,153.4,371.8,349.7,215.1,285.0,147.4,61.0,192.8,143.9,106.8,212.3,127.9,130.7,132.7,59.2,42.5,41.8,OECD DAC Creditor Reporting System (CRS)
2020,Japan,501.2,542.5,1404.8,0.2,1478.5,574.2,219.3,804.1,3748.6,1677.6,57.1,70.8,323.2,576.6,83.9,1887.4,103.4,154.6,666.7,1.0,68.3,42.1,OECD DAC Creditor Reporting System (CRS)
2020,Latvia,6.8,4.0,2.0,1.2,3.2,2.1,5.1,2.2,1.3,1.5,2.3,0.5,1.9,0.9,1.5,3.1,3.0,0.9,0.6,0.0,0.4,0.4,OECD DAC Creditor Reporting System (CRS)
2020,Lithuania,14.5,10.5,3.4,1.6,6.3,5.7,10.0,4.3,2.5,3.9,5.0,1.6,3.9,1.9,3.3,6.1,4.3,1.9,1.2,0.0,0.8,1.0,OECD DAC Creditor Reporting System (CRS)
2020,Luxembourg,92.9,54.1,60.2,0.2,42.3,30.6,27.1,34.6,11.2,8.3,19.8,26.5,17.1,25.5,32.0,7.3,6.5,3.9,1.9,0.0,0.6,1.6,OECD DAC Creditor Reporting System (CRS)
2020,Netherlands,582.5,212.4,617.2,655.8,345.1,474.5,541.4,408.1,82.1,166.6,490.9,96.0,192.6,299.1,263.6,75.7,187.1,111.0,98.6,7.8,66.6,105.6,OECD DAC Creditor Reporting System (CRS)
2020,New Zealand,45.0,75.0,60.3,9.0,28.2,55.7,42.5,43.6,17.3,17.6,10.4,27.0,13.2,11.8,12.5,56.8,13.4,9.8,1.1,0.0,0.2,7.8,OECD DAC Creditor Reporting System (CRS)
2020,Norway,702.8,423.0,755.5,56.2,262.0,337.2,234.2,255.8,47.8,275.8,357.9,51.5,143.2,55.0,547.4,22.3,207.3,446.0,41.3,3.8,2.7,18.8,OECD DAC Creditor Reporting System (CRS)
2020,Poland,164.8,222.2,46.6,8.7,66.0,36.6,101.8,54.1,28.2,27.4,57.9,8.2,42.1,17.8,30.3,60.9,44.8,18.2,12.0,0.0,8.1,8.9,OECD DAC Creditor Reporting System (CRS)
2020,Portugal,46.6,87.8,25.1,11.1,26.5,22.3,35.6,18.1,25.2,10.3,14.6,29.3,24.4,8.6,10.3,23.9,20.8,9.2,3.8,42.8,64.3,4.0,OECD DAC Creditor Reporting System (CRS)
2020,Slovakia,20.1,11.5,7.7,1.2,10.2,8.5,16.2,7.2,3.9,4.1,6.1,5.0,5.8,3.8,6.1,9.6,8.0,2.8,2.1,22.0,1.4,1.6,OECD DAC Creditor Reporting System (CRS)
2020,Slovenia,11.8,24.4,3.7,3.1,6.0,7.2,9.8,4.0,2.3,2.5,3.7,1.2,3.9,2.3,3.4,5.2,5.6,1.8,1.0,0.0,0.7,0.9,OECD DAC Creditor Reporting System (CRS)
2020,South Korea,176.6,202.3,649.8,1.3,88.8,95.6,96.1,137.0,1387.8,443.6,18.6,114.2,66.6,164.5,30.2,4.2,21.9,76.6,551.3,0.3,4.1,17.6,OECD DAC Creditor Reporting System (CRS)
2020,Spain,365.4,208.4,217.1,216.7,284.0,193.4,272.9,203.9,104.7,123.8,197.8,109.0,138.2,97.3,113.6,152.3,111.4,50.7,35.2,0.8,27.4,26.6,OECD DAC Creditor Reporting System (CRS)
2020,Sweden,876.3,255.5,618.9,153.7,420.1,300.8,414.6,452.1,123.8,563.2,673.4,139.8,302.2,225.8,246.6,48.0,213.6,208.1,79.6,0.4,15.0,21.6,OECD DAC Creditor Reporting System (CRS)
2020,Switzerland,738.1,217.7,397.5,368.3,254.5,283.9,376.4,209.0,52.9,120.8,179.9,81.2,129.1,154.2,180.8,20.4,91.1,79.8,98.1,0.3,1.9,50.9,OECD DAC Creditor Reporting System (CRS)
2020,United Kingdom,2903.8,1147.0,3738.0,933.7,1793.9,1326.7,1123.5,980.4,540.1,1031.6,634.4,245.4,674.9,382.7,2231.1,1419.3,628.6,522.4,737.6,337.9,127.2,173.7,OECD DAC Creditor Reporting System (CRS)
2020,United States,10654.5,1683.4,12426.9,1790.1,686.9,3308.3,3024.0,1316.0,560.9,1264.1,1177.3,322.5,543.9,568.0,1056.8,330.4,782.3,556.4,68.2,313.8,566.0,165.3,OECD DAC Creditor Reporting System (CRS)
2021,Australia,384.0,223.2,842.6,,244.5,226.0,324.1,157.8,158.3,41.5,150.7,1.0,208.4,93.6,125.3,163.1,37.8,53.6,40.1,,20.9,36.9,OECD DAC Creditor Reporting System (CRS)
2021,Austria,208.8,243.6,98.8,66.2,93.2,62.0,93.7,97.2,39.3,208.9,41.7,37.6,65.9,51.9,117.3,56.4,33.9,30.9,54.4,2.0,3.7,8.8,OECD DAC Creditor Reporting System (CRS)
