date,value,value_high,value_low,iso_code,indicator
2022-10-06,1164184,1372109,973828,LBY,people_with_insufficient_food_consumption
2022-10-07,1170274,1372109,985407,LBY,people_with_insufficient_food_consumption
2022-10-08,1170274,1372109,985407,LBY,people_with_insufficient_food_consumption
2022-10-09,1177876,1366816,985407,LBY,people_with_insufficient_food_consumption
2022-10-10,1178715,1367552,988623,LBY,people_with_insufficient_food_consumption
2022-10-11,1177881,1366816,985407,LBY,people_with_insufficient_food_consumption
2022-10-12,1177881,1366816,985407,LBY,people_with_insufficient_food_consumption
2022-10-13,1177881,1366816,985407,LBY,people_with_insufficient_food_consumption
2022-10-14,1175057,1366115,985407,LBY,people_with_insufficient_food_consumption
2022-10-15,1182366,1387695,989436,LBY,people_with_insufficient_food_consumption
2022-10-16,1182366,1387695,989436,LBY,people_with_insufficient_food_consumption
2022-10-17,1185045,1387695,989436,LBY,people_with_insufficient_food_consumption
2022-10-18,1182366,1387695,989436,LBY,people_with_insufficient_food_consumption
2022-10-19,1182366,1387695,989436,LBY,people_with_insufficient_food_consumption
2022-10-20,1182366,1387695,989436,LBY,people_with_insufficient_food_consumption
2022-10-21,1183705,1388799,988421,LBY,people_with_insufficient_food_consumption
2022-10-22,1183705,1388799,988421,LBY,people_with_insufficient_food_consumption
2022-10-23,1183705,1388799,988421,LBY,people_with_insufficient_food_consumption
2022-10-24,1185862,1388799,988421,LBY,people_with_insufficient_food_consumption
2022-10-25,1183705,1388799,988421,LBY,people_with_insufficient_food_consumption
2022-10-26,1183705,1388799,988421,LBY,people_with_insufficient_food_consumption
2022-10-27,1181777,1387357,982193,LBY,people_with_insufficient_food_consumption
2022-10-28,1183488,1386528,986808,LBY,people_with_insufficient_food_consumption
2022-10-29,1183488,1386528,986808,LBY,people_with_insufficient_food_consumption
2022-10-30,1183488,1386528,986808,LBY,people_with_insufficient_food_consumption
2022-10-31,1183488,1386528,986808,LBY,people_with_insufficient_food_consumption
2022-11-01,1181373,1379686,986808,LBY,people_with_insufficient_food_consumption
2022-11-02,1152241,1353249,974116,LBY,people_with_insufficient_food_consumption
2022-11-03,1149822,1353249,961635,LBY,people_with_insufficient_food_consumption
2022-11-04,1153737,1356702,964418,LBY,people_with_insufficient_food_consumption
2022-11-05,1153737,1356702,964418,LBY,people_with_insufficient_food_consumption
2022-11-06,1153737,1356702,964418,LBY,people_with_insufficient_food_consumption
2022-11-07,1148732,1356702,964418,LBY,people_with_insufficient_food_consumption
2022-11-08,1148732,1356702,964418,LBY,people_with_insufficient_food_consumption
2022-11-09,1149609,1358689,964133,LBY,people_with_insufficient_food_consumption
2022-11-10,1152875,1377193,967804,LBY,people_with_insufficient_food_consumption
2022-11-11,1150147,1358689,967804,LBY,people_with_insufficient_food_consumption
2022-11-12,1150147,1358689,967804,LBY,people_with_insufficient_food_consumption
2022-11-13,1150147,1358689,967804,LBY,people_with_insufficient_food_consumption
2022-11-14,1150147,1358689,967804,LBY,people_with_insufficient_food_consumption
2022-11-15,1150147,1358689,967804,LBY,people_with_insufficient_food_consumption
2022-11-16,1149926,1362474,967804,LBY,people_with_insufficient_food_consumption
2022-11-17,1149926,1362474,967804,LBY,people_with_insufficient_food_consumption
2022-11-18,1149926,1362474,967804,LBY,people_with_insufficient_food_consumption
2022-11-19,1149926,1362474,967804,LBY,people_with_insufficient_food_consumption
2022-11-20,1149926,1362474,967804,LBY,people_with_insufficient_food_consumption
2022-11-21,1151503,1362474,967804,LBY,people_with_insufficient_food_consumption
2022-11-22,1162749,1362384,956072,LBY,people_with_insufficient_food_consumption
2022-11-23,1165276,1362384,973106,LBY,people_with_insufficient_food_consumption
2022-11-24,1165276,1362384,973106,LBY,people_with_insufficient_food_consumption
2022-08-24,6351854,7506482,5081238,LKA,people_with_insufficient_food_consumption
2022-08-25,6351854,7506482,5050300,LKA,people_with_insufficient_food_consumption
2022-08-26,6351854,7506482,5050300,LKA,people_with_insufficient_food_consumption
2022-08-27,6349641,7506482,5036112,LKA,people_with_insufficient_food_consumption
2022-08-28,6334561,7496316,5030000,LKA,people_with_insufficient_food_consumption
2022-08-29,6297719,7479720,5014506,LKA,people_with_insufficient_food_consumption
2022-08-30,6260848,7375072,4976992,LKA,people_with_insufficient_food_consumption
2022-08-31,6379894,7586015,5046040,LKA,people_with_insufficient_food_consumption
2022-09-01,6372983,7572318,5026626,LKA,people_with_insufficient_food_consumption
2022-09-02,6372983,7572318,5026626,LKA,people_with_insufficient_food_consumption
2022-09-03,6372163,7572318,5026626,LKA,people_with_insufficient_food_consumption
2022-09-04,6372590,7571748,5027565,LKA,people_with_insufficient_food_consumption
2022-09-05,6372590,7555658,5033227,LKA,people_with_insufficient_food_consumption
2022-09-06,6372590,7555658,5033227,LKA,people_with_insufficient_food_consumption
2022-09-07,6379979,7566836,5040030,LKA,people_with_insufficient_food_consumption
2022-09-08,6379979,7566836,5040030,LKA,people_with_insufficient_food_consumption
2022-09-09,6381365,7549732,5046373,LKA,people_with_insufficient_food_consumption
2022-09-10,6389120,7553441,5064965,LKA,people_with_insufficient_food_consumption
2022-09-11,6381710,7552808,5148100,LKA,people_with_insufficient_food_consumption
2022-09-12,6381271,7552808,5148905,LKA,people_with_insufficient_food_consumption
2022-09-13,6384914,7555095,5151295,LKA,people_with_insufficient_food_consumption
2022-09-14,6393557,7551970,5198828,LKA,people_with_insufficient_food_consumption
2022-09-15,6412535,7558204,5208334,LKA,people_with_insufficient_food_consumption
2022-09-16,6412535,7558204,5208334,LKA,people_with_insufficient_food_consumption
2022-09-17,6412535,7558204,5208334,LKA,people_with_insufficient_food_consumption
2022-09-18,6431914,7568021,5210035,LKA,people_with_insufficient_food_consumption
2022-09-19,6453369,7649288,5231760,LKA,people_with_insufficient_food_consumption
2022-09-20,6453369,7651356,5231760,LKA,people_with_insufficient_food_consumption
2022-09-21,6455774,7663119,5245875,LKA,people_with_insufficient_food_consumption
2022-09-22,6455774,7663119,5245875,LKA,people_with_insufficient_food_consumption
2022-09-23,6455774,7663119,5245875,LKA,people_with_insufficient_food_consumption
2022-09-24,6456905,7683596,5226997,LKA,people_with_insufficient_food_consumption
2022-09-25,6438006,7655841,5183082,LKA,people_with_insufficient_food_consumption
2022-09-26,6427110,7649733,5183082,LKA,people_with_insufficient_food_consumption
2022-09-27,6416768,7649733,5182584,LKA,people_with_insufficient_food_consumption
2022-09-28,6418101,7623608,5182584,LKA,people_with_insufficient_food_consumption
2022-09-29,6418101,7623608,5182584,LKA,people_with_insufficient_food_consumption
2022-09-30,6418101,7623608,5182584,LKA,people_with_insufficient_food_consumption
2022-10-01,5973387,7121555,4844811,LKA,people_with_insufficient_food_consumption
2022-10-02,5981343,7117502,4846780,LKA,people_with_insufficient_food_consumption
2022-10-03,5967838,7084327,4807376,LKA,people_with_insufficient_food_consumption
2022-10-04,5933347,7067805,4805686,LKA,people_with_insufficient_food_consumption
2022-10-05,5930023,7067916,4808861,LKA,people_with_insufficient_food_consumption
2022-10-06,5975856,7116322,4848948,LKA,people_with_insufficient_food_consumption
2022-10-07,5975856,7116322,4848948,LKA,people_with_insufficient_food_consumption
2022-10-08,5976609,7128273,4847508,LKA,people_with_insufficient_food_consumption
2022-10-09,5847458,7061263,4760515,LKA,people_with_insufficient_food_consumption
2022-10-10,5843865,7055796,4753409,LKA,people_with_insufficient_food_consumption
2022-10-11,5790422,7031695,4735024,LKA,people_with_insufficient_food_consumption
2022-10-12,5783375,7008925,4697794,LKA,people_with_insufficient_food_consumption
2022-10-13,5783375,7008925,4697794,LKA,people_with_insufficient_food_consumption
2022-10-14,5783375,7008925,4697794,LKA,people_with_insufficient_food_consumption
2022-10-15,5793195,6981202,4742055,LKA,people_with_insufficient_food_consumption
2022-10-16,5794890,6981202,4743133,LKA,people_with_insufficient_food_consumption
2022-10-17,5805223,6968604,4747754,LKA,people_with_insufficient_food_consumption
2022-10-18,5782238,6960566,4747754,LKA,people_with_insufficient_food_consumption
2022-10-19,5753197,6930773,4744833,LKA,people_with_insufficient_food_consumption
2022-10-20,5754319,6930773,4744833,LKA,people_with_insufficient_food_consumption
2022-10-21,5754475,6929894,4720016,LKA,people_with_insufficient_food_consumption
2022-10-22,5647137,6894420,4701653,LKA,people_with_insufficient_food_consumption
2022-10-23,5640684,6887638,4668001,LKA,people_with_insufficient_food_consumption
2022-10-24,5640684,6887638,4668001,LKA,people_with_insufficient_food_consumption
2022-10-25,5640477,6889589,4668489,LKA,people_with_insufficient_food_consumption
2022-10-26,5641708,6891063,4668652,LKA,people_with_insufficient_food_consumption
2022-10-27,5640477,6891063,4668652,LKA,people_with_insufficient_food_consumption
2022-10-28,5656105,6898234,4691549,LKA,people_with_insufficient_food_consumption
2022-10-29,5661013,6902662,4691712,LKA,people_with_insufficient_food_consumption
2022-10-30,5662759,6902662,4691712,LKA,people_with_insufficient_food_consumption
2022-10-31,5664442,6903598,4693702,LKA,people_with_insufficient_food_consumption
2022-11-01,5680900,6911972,4742196,LKA,people_with_insufficient_food_consumption
2022-11-02,5680900,6911972,4742196,LKA,people_with_insufficient_food_consumption
2022-11-03,5680900,6911972,4742196,LKA,people_with_insufficient_food_consumption
2022-11-04,5679037,6907544,4742196,LKA,people_with_insufficient_food_consumption
2022-11-05,5679037,6907544,4742196,LKA,people_with_insufficient_food_consumption
2022-11-06,5679037,6907544,4742196,LKA,people_with_insufficient_food_consumption
2022-11-07,5677273,6906003,4741545,LKA,people_with_insufficient_food_consumption
2022-11-08,5676752,6906003,4741545,LKA,people_with_insufficient_food_consumption
2022-11-09,5676752,6906003,4741545,LKA,people_with_insufficient_food_consumption
2022-11-10,5668563,6905956,4765498,LKA,people_with_insufficient_food_consumption
2022-11-11,5748894,6919426,4840885,LKA,people_with_insufficient_food_consumption
2022-11-12,5747823,6916929,4840885,LKA,people_with_insufficient_food_consumption
2022-11-13,5748894,6919426,4840885,LKA,people_with_insufficient_food_consumption
2022-11-14,5757739,6936536,4840885,LKA,people_with_insufficient_food_consumption
2022-11-15,5839089,6950129,4855926,LKA,people_with_insufficient_food_consumption
2022-11-16,5832837,6951428,4853437,LKA,people_with_insufficient_food_consumption
2022-11-17,5842319,6966053,4853437,LKA,people_with_insufficient_food_consumption
2022-11-18,5853045,6966053,4853437,LKA,people_with_insufficient_food_consumption
2022-11-19,5853045,6966053,4853437,LKA,people_with_insufficient_food_consumption
2022-11-20,5853045,6966053,4853437,LKA,people_with_insufficient_food_consumption
2022-11-21,6124713,7242284,5050190,LKA,people_with_insufficient_food_consumption
2022-11-22,6132260,7243738,5057711,LKA,people_with_insufficient_food_consumption
2022-11-23,6130914,7256240,5054542,LKA,people_with_insufficient_food_consumption
2022-11-24,6132696,7256240,5054542,LKA,people_with_insufficient_food_consumption
2022-08-24,939211,1039753,843535,LSO,people_with_insufficient_food_consumption
2022-08-25,938922,1039627,843145,LSO,people_with_insufficient_food_consumption
2022-08-26,938723,1038540,843549,LSO,people_with_insufficient_food_consumption
2022-08-27,938723,1038540,843549,LSO,people_with_insufficient_food_consumption
2022-08-28,938723,1038540,843549,LSO,people_with_insufficient_food_consumption
2022-08-29,938723,1038540,843549,LSO,people_with_insufficient_food_consumption
2022-08-30,938662,1038540,843549,LSO,people_with_insufficient_food_consumption
2022-08-31,938662,1038540,843549,LSO,people_with_insufficient_food_consumption
2022-09-01,938613,1038337,842962,LSO,people_with_insufficient_food_consumption
2022-09-02,938613,1038337,842962,LSO,people_with_insufficient_food_consumption
2022-09-03,938613,1038337,842962,LSO,people_with_insufficient_food_consumption
2022-09-04,938388,1037022,842591,LSO,people_with_insufficient_food_consumption
2022-09-05,937491,1035398,841690,LSO,people_with_insufficient_food_consumption
2022-09-06,937845,1035398,841690,LSO,people_with_insufficient_food_consumption
2022-09-07,937845,1035398,841733,LSO,people_with_insufficient_food_consumption
2022-09-08,937845,1035398,841733,LSO,people_with_insufficient_food_consumption
2022-09-09,937845,1035398,841733,LSO,people_with_insufficient_food_consumption
2022-09-10,937845,1035398,841733,LSO,people_with_insufficient_food_consumption
2022-09-11,939180,1036441,845559,LSO,people_with_insufficient_food_consumption
2022-09-12,939180,1036441,845559,LSO,people_with_insufficient_food_consumption
2022-09-13,939180,1036441,845559,LSO,people_with_insufficient_food_consumption
2022-09-14,939180,1036441,845559,LSO,people_with_insufficient_food_consumption
2022-09-15,939180,1036441,845559,LSO,people_with_insufficient_food_consumption
2022-09-16,939048,1036441,845224,LSO,people_with_insufficient_food_consumption
2022-09-17,939180,1036441,845559,LSO,people_with_insufficient_food_consumption
2022-09-18,939180,1036441,845559,LSO,people_with_insufficient_food_consumption
2022-09-19,939180,1036441,845559,LSO,people_with_insufficient_food_consumption
2022-09-20,939048,1036441,845224,LSO,people_with_insufficient_food_consumption
2022-09-21,945109,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-09-22,945013,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-09-23,945013,1041043,852298,LSO,people_with_insufficient_food_consumption
2022-09-24,945013,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-09-25,945013,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-09-26,945013,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-09-27,945013,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-09-28,945109,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-09-29,945013,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-09-30,945013,1041141,852298,LSO,people_with_insufficient_food_consumption
2022-10-01,933316,1037376,839719,LSO,people_with_insufficient_food_consumption
2022-10-02,931615,1034208,840783,LSO,people_with_insufficient_food_consumption
2022-10-03,933396,1037376,840323,LSO,people_with_insufficient_food_consumption
2022-10-04,933396,1037376,840323,LSO,people_with_insufficient_food_consumption
2022-10-05,933396,1037376,840323,LSO,people_with_insufficient_food_consumption
2022-10-06,942665,1048137,850697,LSO,people_with_insufficient_food_consumption
2022-10-07,942665,1048137,850697,LSO,people_with_insufficient_food_consumption
2022-10-08,942665,1048137,850697,LSO,people_with_insufficient_food_consumption
2022-10-09,942777,1048137,850654,LSO,people_with_insufficient_food_consumption
2022-10-10,944116,1049515,852143,LSO,people_with_insufficient_food_consumption
2022-10-11,944377,1049855,853181,LSO,people_with_insufficient_food_consumption
2022-10-12,944377,1049855,853181,LSO,people_with_insufficient_food_consumption
2022-10-13,944377,1049855,853181,LSO,people_with_insufficient_food_consumption
2022-10-14,944377,1049855,853181,LSO,people_with_insufficient_food_consumption
2022-10-15,948041,1053935,856467,LSO,people_with_insufficient_food_consumption
2022-10-16,948041,1053935,856467,LSO,people_with_insufficient_food_consumption
2022-10-17,948041,1053935,856467,LSO,people_with_insufficient_food_consumption
2022-10-18,948041,1053935,856467,LSO,people_with_insufficient_food_consumption
2022-10-19,948041,1053935,856467,LSO,people_with_insufficient_food_consumption
2022-10-20,947943,1054420,856457,LSO,people_with_insufficient_food_consumption
2022-10-21,947768,1054535,857742,LSO,people_with_insufficient_food_consumption
2022-10-22,947768,1054535,857742,LSO,people_with_insufficient_food_consumption
2022-10-23,947768,1054535,857742,LSO,people_with_insufficient_food_consumption
2022-10-24,947768,1054535,857742,LSO,people_with_insufficient_food_consumption
2022-10-25,947768,1054535,857742,LSO,people_with_insufficient_food_consumption
2022-10-26,947768,1054535,857742,LSO,people_with_insufficient_food_consumption
2022-10-27,947768,1054535,857742,LSO,people_with_insufficient_food_consumption
2022-10-28,954801,1060889,866737,LSO,people_with_insufficient_food_consumption
2022-10-29,954801,1060889,866737,LSO,people_with_insufficient_food_consumption
2022-10-30,953840,1060626,866278,LSO,people_with_insufficient_food_consumption
2022-10-31,953840,1060626,866278,LSO,people_with_insufficient_food_consumption
2022-11-01,968365,1065035,889321,LSO,people_with_insufficient_food_consumption
2022-11-02,968365,1065035,889321,LSO,people_with_insufficient_food_consumption
2022-11-03,968365,1065035,889321,LSO,people_with_insufficient_food_consumption
2022-11-04,974617,1081056,888574,LSO,people_with_insufficient_food_consumption
2022-11-05,974617,1082176,889357,LSO,people_with_insufficient_food_consumption
2022-11-06,973960,1081473,889073,LSO,people_with_insufficient_food_consumption
2022-11-07,973960,1081473,889073,LSO,people_with_insufficient_food_consumption
2022-11-08,972315,1080540,889330,LSO,people_with_insufficient_food_consumption
2022-11-09,972483,1080540,889330,LSO,people_with_insufficient_food_consumption
2022-11-10,971527,1080579,887264,LSO,people_with_insufficient_food_consumption
2022-11-11,975583,1082076,892886,LSO,people_with_insufficient_food_consumption
2022-11-12,975583,1082076,892886,LSO,people_with_insufficient_food_consumption
2022-11-13,975583,1082076,892886,LSO,people_with_insufficient_food_consumption
2022-11-14,975583,1082076,892886,LSO,people_with_insufficient_food_consumption
2022-11-15,975583,1082076,892886,LSO,people_with_insufficient_food_consumption
2022-11-16,962105,1069275,869991,LSO,people_with_insufficient_food_consumption
2022-11-17,962105,1069275,869991,LSO,people_with_insufficient_food_consumption
2022-11-18,962105,1069275,869991,LSO,people_with_insufficient_food_consumption
2022-11-19,962111,1069287,870609,LSO,people_with_insufficient_food_consumption
2022-11-20,962103,1069287,870609,LSO,people_with_insufficient_food_consumption
2022-11-21,971271,1074304,884736,LSO,people_with_insufficient_food_consumption
2022-11-22,972409,1076432,883416,LSO,people_with_insufficient_food_consumption
2022-11-23,972409,1076432,883632,LSO,people_with_insufficient_food_consumption
2022-11-24,972409,1076432,883632,LSO,people_with_insufficient_food_consumption
2022-08-24,4858383,5897810,3880278,MAR,people_with_insufficient_food_consumption
2022-08-25,4858383,5909244,3894284,MAR,people_with_insufficient_food_consumption
2022-08-26,4862392,5958445,3894284,MAR,people_with_insufficient_food_consumption
2022-08-27,4862392,5958445,3894284,MAR,people_with_insufficient_food_consumption
2022-08-28,4862392,5958445,3894284,MAR,people_with_insufficient_food_consumption
2022-08-29,4862392,5958445,3894284,MAR,people_with_insufficient_food_consumption
2022-08-30,4866166,5958445,3894284,MAR,people_with_insufficient_food_consumption
2022-08-31,4846166,5853258,3864852,MAR,people_with_insufficient_food_consumption
2022-09-01,4850484,5851114,3869857,MAR,people_with_insufficient_food_consumption
2022-09-02,4850484,5851114,3869857,MAR,people_with_insufficient_food_consumption
2022-09-03,4850484,5851114,3869857,MAR,people_with_insufficient_food_consumption
2022-09-04,4850484,5854038,3872234,MAR,people_with_insufficient_food_consumption
2022-09-05,4861663,5867447,3874044,MAR,people_with_insufficient_food_consumption
2022-09-06,4863761,5867447,3874044,MAR,people_with_insufficient_food_consumption
2022-09-07,4863761,5867447,3874044,MAR,people_with_insufficient_food_consumption
2022-09-08,4867514,5910496,3874044,MAR,people_with_insufficient_food_consumption
2022-09-09,4867514,5910496,3874044,MAR,people_with_insufficient_food_consumption
2022-09-10,4867514,5910496,3874044,MAR,people_with_insufficient_food_consumption
2022-09-11,4870072,5910496,3874472,MAR,people_with_insufficient_food_consumption
2022-09-12,4870140,5910496,3874472,MAR,people_with_insufficient_food_consumption
2022-09-13,4870140,5910496,3874472,MAR,people_with_insufficient_food_consumption
2022-09-14,4872964,5910496,3873281,MAR,people_with_insufficient_food_consumption
2022-09-15,4878627,5910496,3874682,MAR,people_with_insufficient_food_consumption
2022-09-16,4878398,5910496,3874682,MAR,people_with_insufficient_food_consumption
2022-09-17,4878627,5910496,3874682,MAR,people_with_insufficient_food_consumption
2022-09-18,4878627,5910496,3874682,MAR,people_with_insufficient_food_consumption
2022-09-19,4878398,5910496,3873712,MAR,people_with_insufficient_food_consumption
2022-09-20,4878398,5910496,3873712,MAR,people_with_insufficient_food_consumption
2022-09-21,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-22,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-23,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-24,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-25,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-26,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-27,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-28,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-29,4878282,5915920,3873482,MAR,people_with_insufficient_food_consumption
2022-09-30,4873424,5915459,3872825,MAR,people_with_insufficient_food_consumption
2022-10-01,4868208,5913536,3863931,MAR,people_with_insufficient_food_consumption
2022-10-02,4868208,5913536,3863931,MAR,people_with_insufficient_food_consumption
2022-10-03,4868208,5913536,3863931,MAR,people_with_insufficient_food_consumption
2022-10-04,4868208,5913536,3863931,MAR,people_with_insufficient_food_consumption
2022-10-05,4868208,5913536,3863931,MAR,people_with_insufficient_food_consumption
2022-10-06,4874221,5909690,3865011,MAR,people_with_insufficient_food_consumption
2022-10-07,4874221,5909690,3865011,MAR,people_with_insufficient_food_consumption
2022-10-08,4874221,5909690,3865011,MAR,people_with_insufficient_food_consumption
2022-10-09,4874221,5909690,3865011,MAR,people_with_insufficient_food_consumption
2022-10-10,4874221,5909690,3865011,MAR,people_with_insufficient_food_consumption
2022-10-11,4865042,5910638,3852748,MAR,people_with_insufficient_food_consumption
2022-10-12,4865042,5910638,3852748,MAR,people_with_insufficient_food_consumption
2022-10-13,4865042,5910638,3852748,MAR,people_with_insufficient_food_consumption
2022-10-14,4865042,5912044,3852748,MAR,people_with_insufficient_food_consumption
2022-10-15,4872364,5911318,3871488,MAR,people_with_insufficient_food_consumption
2022-10-16,4872364,5909912,3871488,MAR,people_with_insufficient_food_consumption
2022-10-17,4872364,5909912,3871488,MAR,people_with_insufficient_food_consumption
2022-10-18,4872364,5909912,3871488,MAR,people_with_insufficient_food_consumption
2022-10-19,4872364,5911318,3871488,MAR,people_with_insufficient_food_consumption
2022-10-20,4872886,5911318,3871488,MAR,people_with_insufficient_food_consumption
2022-10-21,4870506,5918166,3866571,MAR,people_with_insufficient_food_consumption
2022-10-22,4861643,5924984,3855895,MAR,people_with_insufficient_food_consumption
2022-10-23,4861643,5924984,3855895,MAR,people_with_insufficient_food_consumption
2022-10-24,4861643,5924984,3855895,MAR,people_with_insufficient_food_consumption
2022-10-25,4861643,5924984,3855895,MAR,people_with_insufficient_food_consumption
2022-10-26,4861643,5924984,3855895,MAR,people_with_insufficient_food_consumption
2022-10-27,4861643,5924984,3855895,MAR,people_with_insufficient_food_consumption
2022-10-28,4859832,5922789,3855943,MAR,people_with_insufficient_food_consumption
2022-10-29,4859832,5922789,3855943,MAR,people_with_insufficient_food_consumption
2022-10-30,4859832,5922789,3855943,MAR,people_with_insufficient_food_consumption
2022-10-31,4859832,5922789,3855943,MAR,people_with_insufficient_food_consumption
2022-11-01,4859674,5914923,3855179,MAR,people_with_insufficient_food_consumption
2022-11-02,4859674,5914923,3855179,MAR,people_with_insufficient_food_consumption
2022-11-03,4859674,5914923,3855179,MAR,people_with_insufficient_food_consumption
2022-11-04,4859674,5914923,3855179,MAR,people_with_insufficient_food_consumption
2022-11-05,4859674,5914923,3855179,MAR,people_with_insufficient_food_consumption
2022-11-06,4859674,5914923,3855179,MAR,people_with_insufficient_food_consumption
2022-11-07,4859192,5914923,3854580,MAR,people_with_insufficient_food_consumption
2022-11-08,4859192,5914923,3854580,MAR,people_with_insufficient_food_consumption
2022-11-09,4859192,5914923,3854580,MAR,people_with_insufficient_food_consumption
2022-11-10,4851123,5914249,3858753,MAR,people_with_insufficient_food_consumption
2022-11-11,4853956,5914249,3859112,MAR,people_with_insufficient_food_consumption
2022-11-12,4864023,5918125,3861078,MAR,people_with_insufficient_food_consumption
2022-11-13,4864023,5918125,3861078,MAR,people_with_insufficient_food_consumption
2022-11-14,4864023,5918125,3861078,MAR,people_with_insufficient_food_consumption
2022-11-15,4864023,5918125,3861078,MAR,people_with_insufficient_food_consumption
2022-11-16,4879058,5940529,3877108,MAR,people_with_insufficient_food_consumption
2022-11-17,4879058,5940529,3877108,MAR,people_with_insufficient_food_consumption
2022-11-18,4879058,5940529,3877108,MAR,people_with_insufficient_food_consumption
2022-11-19,4879058,5940529,3877108,MAR,people_with_insufficient_food_consumption
2022-11-20,4879058,5940529,3877108,MAR,people_with_insufficient_food_consumption
2022-11-21,4885397,5941702,3883527,MAR,people_with_insufficient_food_consumption
2022-11-22,4888382,5941702,3883527,MAR,people_with_insufficient_food_consumption
2022-11-23,4894759,5939755,3887039,MAR,people_with_insufficient_food_consumption
2022-11-24,4894759,5939755,3887039,MAR,people_with_insufficient_food_consumption
2022-08-24,296103,365118,255514,MDA,people_with_insufficient_food_consumption
2022-08-25,296103,365118,255514,MDA,people_with_insufficient_food_consumption
2022-08-26,296103,365118,255514,MDA,people_with_insufficient_food_consumption
2022-08-27,296103,365118,255514,MDA,people_with_insufficient_food_consumption
2022-08-28,296069,365118,255514,MDA,people_with_insufficient_food_consumption
2022-08-29,296069,365118,255514,MDA,people_with_insufficient_food_consumption
2022-08-30,295604,365118,255514,MDA,people_with_insufficient_food_consumption
2022-08-31,295604,365118,255514,MDA,people_with_insufficient_food_consumption
2022-09-01,295666,365748,255658,MDA,people_with_insufficient_food_consumption
2022-09-02,295666,365748,255658,MDA,people_with_insufficient_food_consumption
2022-09-03,295666,365748,255349,MDA,people_with_insufficient_food_consumption
2022-09-04,294547,365748,255376,MDA,people_with_insufficient_food_consumption
2022-09-05,293843,365748,255376,MDA,people_with_insufficient_food_consumption
2022-09-06,293843,365748,255376,MDA,people_with_insufficient_food_consumption
2022-09-07,293843,365748,255376,MDA,people_with_insufficient_food_consumption
2022-09-08,293843,365748,255376,MDA,people_with_insufficient_food_consumption
2022-09-09,293843,365748,255376,MDA,people_with_insufficient_food_consumption
2022-09-10,293843,365748,255376,MDA,people_with_insufficient_food_consumption
2022-09-11,294028,366698,255526,MDA,people_with_insufficient_food_consumption
2022-09-12,294028,366698,255526,MDA,people_with_insufficient_food_consumption
2022-09-13,294028,366698,255526,MDA,people_with_insufficient_food_consumption
2022-09-14,294028,366698,255526,MDA,people_with_insufficient_food_consumption
2022-09-15,294028,366698,255526,MDA,people_with_insufficient_food_consumption
2022-09-16,294028,366698,255526,MDA,people_with_insufficient_food_consumption
2022-09-17,294028,366698,255526,MDA,people_with_insufficient_food_consumption
2022-09-18,294028,366698,255526,MDA,people_with_insufficient_food_consumption
2022-09-19,295251,366791,255918,MDA,people_with_insufficient_food_consumption
2022-09-20,296001,366791,255918,MDA,people_with_insufficient_food_consumption
2022-09-21,295807,367374,256131,MDA,people_with_insufficient_food_consumption
2022-09-22,295975,367464,256131,MDA,people_with_insufficient_food_consumption
2022-09-23,295807,367374,256131,MDA,people_with_insufficient_food_consumption
2022-09-24,295975,367464,256131,MDA,people_with_insufficient_food_consumption
2022-09-25,295958,370467,256131,MDA,people_with_insufficient_food_consumption
2022-09-26,295958,370467,256293,MDA,people_with_insufficient_food_consumption
2022-09-27,295958,370467,256293,MDA,people_with_insufficient_food_consumption
2022-09-28,295958,370467,256293,MDA,people_with_insufficient_food_consumption
2022-09-29,295958,370467,256293,MDA,people_with_insufficient_food_consumption
2022-09-30,295958,370467,256293,MDA,people_with_insufficient_food_consumption
2022-10-01,296156,371958,256090,MDA,people_with_insufficient_food_consumption
2022-10-02,296156,371958,256090,MDA,people_with_insufficient_food_consumption
2022-10-03,296156,371958,256090,MDA,people_with_insufficient_food_consumption
2022-10-04,296344,371958,256091,MDA,people_with_insufficient_food_consumption
2022-10-05,295442,371958,256091,MDA,people_with_insufficient_food_consumption
2022-10-06,296761,369266,256822,MDA,people_with_insufficient_food_consumption
2022-10-07,296761,369266,256822,MDA,people_with_insufficient_food_consumption
2022-10-08,296761,369266,256822,MDA,people_with_insufficient_food_consumption
2022-10-09,296784,369358,257914,MDA,people_with_insufficient_food_consumption
2022-10-10,296836,369358,257914,MDA,people_with_insufficient_food_consumption
