Country,Cause,Type,Year,Deaths per 100K people,Deaths
Mauritania,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,94.49,"4,276"
Mauritius,Colon and rectum cancers,Noncommunicable diseases,2000,4.68,55
Mauritius,Breast cancer,Noncommunicable diseases,2000,6.52,77
Mauritius,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2000,7.6,90
Mauritius,Hypertensive heart disease,Noncommunicable diseases,2000,17.54,208
Mauritius,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,21.56,256
Mauritius,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,31.5,373
Mauritius,Stroke,Noncommunicable diseases,2000,57.12,677
Mauritius,Kidney diseases,Noncommunicable diseases,2000,71.28,845
Mauritius,Diabetes mellitus,Noncommunicable diseases,2000,96.54,"1,144"
Mauritius,Ischaemic heart disease,Noncommunicable diseases,2000,117.5,"1,393"
Mauritius,Colon and rectum cancers,Noncommunicable diseases,2019,14.35,182
Mauritius,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2019,14.36,182
Mauritius,Breast cancer,Noncommunicable diseases,2019,18.29,232
Mauritius,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,27.26,346
Mauritius,Hypertensive heart disease,Noncommunicable diseases,2019,46.6,592
Mauritius,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,50.91,646
Mauritius,Kidney diseases,Noncommunicable diseases,2019,57.04,724
Mauritius,Stroke,Noncommunicable diseases,2019,77.58,985
Mauritius,Ischaemic heart disease,Noncommunicable diseases,2019,142.15,"1,805"
Mauritius,Diabetes mellitus,Noncommunicable diseases,2019,147.54,"1,873"
Malawi,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,23.26,"2,582"
Malawi,Road injury,Injuries,2000,31.36,"3,480"
Malawi,Cirrhosis of the liver,Noncommunicable diseases,2000,41.58,"4,616"
Malawi,Ischaemic heart disease,Noncommunicable diseases,2000,48.44,"5,377"
Malawi,Stroke,Noncommunicable diseases,2000,62.25,"6,910"
Malawi,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,132.62,"14,721"
Malawi,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,143.23,"15,898"
Malawi,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,149.17,"16,558"
Malawi,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,197.8,"21,956"
Malawi,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,556.6,"61,783"
Malawi,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,16.09,"2,992"
Malawi,Cirrhosis of the liver,Noncommunicable diseases,2019,17.52,"3,259"
Malawi,Ischaemic heart disease,Noncommunicable diseases,2019,26.5,"4,929"
Malawi,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,31.09,"5,782"
Malawi,Stroke,Noncommunicable diseases,2019,31.93,"5,939"
Malawi,Road injury,Injuries,2019,33.45,"6,221"
Malawi,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,33.91,"6,308"
Malawi,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,41.61,"7,739"
Malawi,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,55.79,"10,377"
Malawi,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,69.03,"12,839"
Namibia,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,22.49,404
Namibia,Road injury,Injuries,2000,22.54,404
Namibia,Diabetes mellitus,Noncommunicable diseases,2000,32.37,581
Namibia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,45.95,825
Namibia,Ischaemic heart disease,Noncommunicable diseases,2000,51.06,916
Namibia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,58.2,"1,044"
Namibia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,59.51,"1,068"
Namibia,Stroke,Noncommunicable diseases,2000,65.74,"1,180"
Namibia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,91.56,"1,643"
Namibia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,380.33,"6,825"
Namibia,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,18.49,461
Namibia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,25.85,645
Namibia,Diabetes mellitus,Noncommunicable diseases,2019,29.04,724
Namibia,Road injury,Injuries,2019,34.81,868
Namibia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.71,"1,115"
Namibia,Ischaemic heart disease,Noncommunicable diseases,2019,48.93,"1,221"
Namibia,Stroke,Noncommunicable diseases,2019,53.43,"1,333"
Namibia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,56.78,"1,416"
Namibia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,58.71,"1,464"
Namibia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,117.39,"2,928"
Niger,Cirrhosis of the liver,Noncommunicable diseases,2000,21.79,"2,463"
Niger,Road injury,Injuries,2000,28.51,"3,222"
Niger,Ischaemic heart disease,Noncommunicable diseases,2000,33.09,"3,739"
Niger,Stroke,Noncommunicable diseases,2000,40.5,"4,577"
Niger,Congenital anomalies,Noncommunicable diseases,2000,40.79,"4,609"
Niger,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000,111.44,"12,593"
Niger,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,150.92,"17,054"
Niger,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,196.47,"22,201"
Niger,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,279.4,"31,572"
Niger,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,289.02,"32,659"
Niger,Cirrhosis of the liver,Noncommunicable diseases,2019,17.67,"4,116"
Niger,Congenital anomalies,Noncommunicable diseases,2019,18.65,"4,346"
Niger,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019,22.48,"5,237"
Niger,Road injury,Injuries,2019,25.52,"5,946"
Niger,Ischaemic heart disease,Noncommunicable diseases,2019,35.32,"8,229"
Niger,Stroke,Noncommunicable diseases,2019,37.41,"8,717"
Niger,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,68.8,"16,030"
Niger,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,73.06,"17,022"
Niger,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,90.53,"21,093"
Niger,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,103.69,"24,160"
Nigeria,Congenital anomalies,Noncommunicable diseases,2000,24.51,"29,905"
Nigeria,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000,29.21,"35,640"
Nigeria,Ischaemic heart disease,Noncommunicable diseases,2000,42.53,"51,891"
Nigeria,Stroke,Noncommunicable diseases,2000,45.79,"55,869"
Nigeria,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,49.7,"60,632"
Nigeria,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,65.6,"80,030"
Nigeria,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,134.19,"163,713"
Nigeria,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,145.0,"176,903"
Nigeria,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,155.97,"190,286"
Nigeria,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,162.7,"198,490"
Nigeria,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019,21.72,"43,651"
Nigeria,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,21.95,"44,124"
Nigeria,Congenital anomalies,Noncommunicable diseases,2019,24.72,"49,696"
Nigeria,Stroke,Noncommunicable diseases,2019,28.73,"57,744"
Nigeria,Ischaemic heart disease,Noncommunicable diseases,2019,30.53,"61,374"
Nigeria,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,50.23,"100,963"
Nigeria,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,63.35,"127,335"
Nigeria,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,72.0,"144,724"
Nigeria,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,103.12,"207,281"
Nigeria,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,118.78,"238,750"
Rwanda,Diabetes mellitus,Noncommunicable diseases,2000,27.24,"2,162"
Rwanda,Road injury,Injuries,2000,37.96,"3,012"
Rwanda,Cirrhosis of the liver,Noncommunicable diseases,2000,48.13,"3,818"
Rwanda,Ischaemic heart disease,Noncommunicable diseases,2000,48.65,"3,860"
Rwanda,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,60.6,"4,808"
Rwanda,Stroke,Noncommunicable diseases,2000,91.56,"7,264"
Rwanda,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,139.32,"11,053"
Rwanda,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,161.43,"12,807"
Rwanda,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,215.38,"17,088"
Rwanda,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,220.88,"17,524"
Rwanda,Diabetes mellitus,Noncommunicable diseases,2019,14.75,"1,858"
Rwanda,Cirrhosis of the liver,Noncommunicable diseases,2019,20.22,"2,548"
Rwanda,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,22.42,"2,826"
Rwanda,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,24.77,"3,121"
Rwanda,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,26.17,"3,298"
Rwanda,Ischaemic heart disease,Noncommunicable diseases,2019,28.61,"3,605"
Rwanda,Road injury,Injuries,2019,29.51,"3,718"
Rwanda,Stroke,Noncommunicable diseases,2019,40.16,"5,060"
Rwanda,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,41.9,"5,280"
Rwanda,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,43.02,"5,420"
Sudan,Hypertensive heart disease,Noncommunicable diseases,2000,14.15,"3,864"
Sudan,Congenital anomalies,Noncommunicable diseases,2000,20.19,"5,511"
Sudan,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000,22.28,"6,084"
Sudan,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,23.11,"6,309"
Sudan,Road injury,Injuries,2000,25.48,"6,955"
Sudan,Stroke,Noncommunicable diseases,2000,51.77,"14,134"
Sudan,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,60.81,"16,601"
Sudan,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,93.6,"25,554"
Sudan,Ischaemic heart disease,Noncommunicable diseases,2000,101.3,"27,656"
Sudan,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,127.17,"34,717"
Sudan,Congenital anomalies,Noncommunicable diseases,2019,12.87,"5,507"
Sudan,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,13.12,"5,614"
Sudan,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,14.67,"6,277"
Sudan,Hypertensive heart disease,Noncommunicable diseases,2019,17.03,"7,287"
Sudan,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019,21.73,"9,301"
Sudan,Road injury,Injuries,2019,26.77,"11,459"
Sudan,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,29.48,"12,619"
Sudan,Stroke,Noncommunicable diseases,2019,48.09,"20,582"
Sudan,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,78.61,"33,645"
Sudan,Ischaemic heart disease,Noncommunicable diseases,2019,102.72,"43,966"
Senegal,Diabetes mellitus,Noncommunicable diseases,2000,15.6,"1,528"
Senegal,Congenital anomalies,Noncommunicable diseases,2000,20.45,"2,003"
Senegal,Road injury,Injuries,2000,24.81,"2,431"
Senegal,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,28.14,"2,757"
Senegal,Stroke,Noncommunicable diseases,2000,42.26,"4,141"
Senegal,Ischaemic heart disease,Noncommunicable diseases,2000,45.92,"4,499"
Senegal,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,54.27,"5,317"
Senegal,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,123.0,"12,052"
Senegal,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,125.92,"12,338"
Senegal,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,133.34,"13,064"
Senegal,Congenital anomalies,Noncommunicable diseases,2019,14.51,"2,364"
Senegal,Diabetes mellitus,Noncommunicable diseases,2019,14.7,"2,395"
Senegal,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,16.43,"2,678"
Senegal,Road injury,Injuries,2019,23.51,"3,832"
Senegal,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,28.19,"4,595"
Senegal,Stroke,Noncommunicable diseases,2019,32.77,"5,342"
Senegal,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,32.78,"5,343"
Senegal,Ischaemic heart disease,Noncommunicable diseases,2019,38.19,"6,224"
Senegal,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.07,"7,184"
Senegal,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,62.97,"10,264"
Sierra Leone,Road injury,Injuries,2000,31.23,"1,432"
Sierra Leone,Congenital anomalies,Noncommunicable diseases,2000,31.83,"1,459"
Sierra Leone,Stroke,Noncommunicable diseases,2000,51.62,"2,366"
Sierra Leone,Ischaemic heart disease,Noncommunicable diseases,2000,54.38,"2,493"
Sierra Leone,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,58.29,"2,672"
Sierra Leone,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,74.96,"3,436"
Sierra Leone,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,187.99,"8,619"
Sierra Leone,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,190.62,"8,739"
Sierra Leone,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,193.46,"8,869"
Sierra Leone,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,211.66,"9,704"
Sierra Leone,Congenital anomalies,Noncommunicable diseases,2019,19.61,"1,532"
Sierra Leone,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,30.9,"2,414"
Sierra Leone,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,32.58,"2,546"
Sierra Leone,Road injury,Injuries,2019,33.04,"2,581"
Sierra Leone,Stroke,Noncommunicable diseases,2019,48.24,"3,769"
Sierra Leone,Ischaemic heart disease,Noncommunicable diseases,2019,51.54,"4,027"
Sierra Leone,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,67.51,"5,275"
Sierra Leone,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,87.34,"6,824"
Sierra Leone,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,94.96,"7,420"
Sierra Leone,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,98.31,"7,681"
Somalia,Road injury,Injuries,2000,27.65,"2,453"
Somalia,Ischaemic heart disease,Noncommunicable diseases,2000,42.9,"3,807"
Somalia,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000,57.62,"5,112"
Somalia,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2000,58.99,"5,234"
Somalia,Stroke,Noncommunicable diseases,2000,61.97,"5,498"
Somalia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,90.91,"8,066"
Somalia,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000,102.05,"9,054"
Somalia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,179.13,"15,893"
Somalia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,228.46,"20,270"
Somalia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,258.74,"22,956"
Somalia,Road injury,Injuries,2019,27.47,"4,231"
Somalia,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2019,31.33,"4,825"
Somalia,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019,34.94,"5,381"
Somalia,Ischaemic heart disease,Noncommunicable diseases,2019,46.97,"7,233"
Somalia,Stroke,Noncommunicable diseases,2019,55.81,"8,595"
Somalia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,66.63,"10,261"
Somalia,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019,75.17,"11,576"
Somalia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,99.76,"15,363"
Somalia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,125.02,"19,253"
Somalia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,140.98,"21,712"
South Sudan,Road injury,Injuries,2000,19.24,"1,193"
South Sudan,Ischaemic heart disease,Noncommunicable diseases,2000,23.01,"1,427"
South Sudan,Congenital anomalies,Noncommunicable diseases,2000,25.46,"1,578"
South Sudan,Stroke,Noncommunicable diseases,2000,34.56,"2,143"
South Sudan,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,53.56,"3,321"
South Sudan,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,77.75,"4,820"
South Sudan,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,113.53,"7,038"
South Sudan,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,155.27,"9,626"
South Sudan,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,159.35,"9,879"
South Sudan,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,172.77,"10,711"
South Sudan,Congenital anomalies,Noncommunicable diseases,2019,18.2,"2,020"
South Sudan,Ischaemic heart disease,Noncommunicable diseases,2019,26.39,"2,930"
South Sudan,Stroke,Noncommunicable diseases,2019,31.91,"3,541"
South Sudan,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,33.97,"3,771"
South Sudan,Road injury,Injuries,2019,36.6,"4,063"
South Sudan,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,48.13,"5,342"
South Sudan,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,65.49,"7,270"
South Sudan,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,71.3,"7,915"
South Sudan,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,89.35,"9,918"
South Sudan,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,105.27,"11,685"
Sao Tome and Principe,Road injury,Injuries,2000,12.32,18
Sao Tome and Principe,Congenital anomalies,Noncommunicable diseases,2000,18.56,26
Sao Tome and Principe,Kidney diseases,Noncommunicable diseases,2000,19.32,27
Sao Tome and Principe,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,20.48,29
Sao Tome and Principe,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,23.95,34
Sao Tome and Principe,Cirrhosis of the liver,Noncommunicable diseases,2000,26.28,37
Sao Tome and Principe,Stroke,Noncommunicable diseases,2000,44.49,63
Sao Tome and Principe,Ischaemic heart disease,Noncommunicable diseases,2000,44.61,63
Sao Tome and Principe,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,83.5,119
Sao Tome and Principe,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,105.52,150
Sao Tome and Principe,Congenital anomalies,Noncommunicable diseases,2019,12.56,27
Sao Tome and Principe,Cirrhosis of the liver,Noncommunicable diseases,2019,18.82,40
Sao Tome and Principe,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,19.07,41
Sao Tome and Principe,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,19.18,41
Sao Tome and Principe,Kidney diseases,Noncommunicable diseases,2019,20.37,44
Sao Tome and Principe,Road injury,Injuries,2019,27.9,60
Sao Tome and Principe,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,36.11,78
Sao Tome and Principe,Stroke,Noncommunicable diseases,2019,42.73,92
Sao Tome and Principe,Ischaemic heart disease,Noncommunicable diseases,2019,50.09,108
Sao Tome and Principe,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,51.61,111
Eswatini,Self-harm,Injuries,2000,28.45,286
Eswatini,Kidney diseases,Noncommunicable diseases,2000,28.84,290
Eswatini,Road injury,Injuries,2000,29.86,300
Eswatini,Ischaemic heart disease,Noncommunicable diseases,2000,50.42,507
Eswatini,Diabetes mellitus,Noncommunicable diseases,2000,57.23,575
Eswatini,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,63.79,641
Eswatini,Stroke,Noncommunicable diseases,2000,64.15,645
Eswatini,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,93.82,943
Eswatini,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,111.07,"1,117"
Eswatini,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,532.02,"5,349"
Eswatini,Self-harm,Injuries,2019,29.4,338
Eswatini,Kidney diseases,Noncommunicable diseases,2019,33.2,381
Eswatini,Road injury,Injuries,2019,33.47,384
Eswatini,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.5,511
Eswatini,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,45.04,517
Eswatini,Ischaemic heart disease,Noncommunicable diseases,2019,65.75,755
Eswatini,Stroke,Noncommunicable diseases,2019,69.72,800
Eswatini,Diabetes mellitus,Noncommunicable diseases,2019,77.69,892
Eswatini,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,80.18,921
Eswatini,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,201.51,"2,314"
Seychelles,Prostate cancer,Noncommunicable diseases,2000,15.91,13
Seychelles,Diabetes mellitus,Noncommunicable diseases,2000,16.23,13
Seychelles,Colon and rectum cancers,Noncommunicable diseases,2000,17.54,14
Seychelles,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000,24.06,19
Seychelles,Cirrhosis of the liver,Noncommunicable diseases,2000,30.62,25
Seychelles,Kidney diseases,Noncommunicable diseases,2000,35.67,29
Seychelles,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,50.57,41
Seychelles,Hypertensive heart disease,Noncommunicable diseases,2000,53.77,44
Seychelles,Stroke,Noncommunicable diseases,2000,61.24,50
Seychelles,Ischaemic heart disease,Noncommunicable diseases,2000,105.18,85
Seychelles,Prostate cancer,Noncommunicable diseases,2019,20.49,20
Seychelles,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019,22.97,22
Seychelles,Colon and rectum cancers,Noncommunicable diseases,2019,25.26,25
Seychelles,Diabetes mellitus,Noncommunicable diseases,2019,26.13,26
Seychelles,Cirrhosis of the liver,Noncommunicable diseases,2019,31.99,31
Seychelles,Hypertensive heart disease,Noncommunicable diseases,2019,42.91,42
Seychelles,Kidney diseases,Noncommunicable diseases,2019,43.65,43
Seychelles,Stroke,Noncommunicable diseases,2019,68.04,66
Seychelles,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,76.6,75
Seychelles,Ischaemic heart disease,Noncommunicable diseases,2019,106.3,104
Chad,Road injury,Injuries,2000,26.95,"2,252"
Chad,Congenital anomalies,Noncommunicable diseases,2000,31.61,"2,642"
Chad,Maternal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,37.34,"3,120"
Chad,Ischaemic heart disease,Noncommunicable diseases,2000,40.25,"3,363"
Chad,Stroke,Noncommunicable diseases,2000,47.42,"3,962"
Chad,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000,59.34,"4,958"
Chad,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,86.35,"7,215"
Chad,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,185.56,"15,505"
Chad,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,234.47,"19,592"
Chad,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,238.7,"19,945"
Chad,Maternal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,23.1,"3,672"
Chad,Congenital anomalies,Noncommunicable diseases,2019,23.43,"3,725"
Chad,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019,30.21,"4,803"
Chad,Road injury,Injuries,2019,32.52,"5,171"
Chad,Ischaemic heart disease,Noncommunicable diseases,2019,35.47,"5,639"
Chad,Stroke,Noncommunicable diseases,2019,38.1,"6,058"
Chad,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,54.28,"8,630"
Chad,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,93.34,"14,842"
Chad,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,123.23,"19,594"
Chad,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,146.1,"23,230"
Togo,Diabetes mellitus,Noncommunicable diseases,2000,15.05,741
Togo,Cirrhosis of the liver,Noncommunicable diseases,2000,27.64,"1,361"
Togo,Road injury,Injuries,2000,30.08,"1,481"
Togo,Stroke,Noncommunicable diseases,2000,51.11,"2,517"
Togo,Ischaemic heart disease,Noncommunicable diseases,2000,53.28,"2,624"
Togo,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,90.38,"4,451"
Togo,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,96.15,"4,735"
Togo,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,113.01,"5,565"
Togo,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,123.26,"6,070"
Togo,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,123.97,"6,105"
Togo,Diabetes mellitus,Noncommunicable diseases,2019,14.62,"1,181"
Togo,Cirrhosis of the liver,Noncommunicable diseases,2019,18.77,"1,517"
Togo,Road injury,Injuries,2019,28.65,"2,316"
Togo,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,37.2,"3,007"
Togo,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,39.47,"3,190"
Togo,Stroke,Noncommunicable diseases,2019,44.22,"3,574"
Togo,Ischaemic heart disease,Noncommunicable diseases,2019,51.25,"4,142"
Togo,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,62.79,"5,075"
Togo,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,71.0,"5,739"
Togo,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,71.12,"5,748"
Tunisia,Diabetes mellitus,Noncommunicable diseases,2000,8.58,833
Tunisia,Alzheimer disease and other dementias,Noncommunicable diseases,2000,11.57,"1,123"
