year,donor_code,recipient_code,value,recipient
2015,30,10024,4.43,Not classified by income
2015,30,10045,3.19,Low income
2015,30,10046,4.95,Lower-middle income
2015,30,10047,5.619999999999999,Upper-middle income
2015,30,10048,0.02,High income
2015,30,10049,0.01,Not classified by income
2015,40,10024,90.50999999999999,Not classified by income
2015,40,10045,31.57,Low income
2015,40,10046,49.33,Lower-middle income
2015,40,10047,65.72,Upper-middle income
2015,40,10048,0.2,High income
2015,40,10049,0.09,Not classified by income
2015,45,10024,9.0,Not classified by income
2015,45,10045,1.67,Low income
2015,45,10046,2.34,Lower-middle income
2015,45,10047,2.94,Upper-middle income
2015,45,10048,0.0,High income
2015,45,10049,0.0,Not classified by income
2015,50,10024,475.33000000000004,Not classified by income
2015,50,10045,238.24,Low income
2015,50,10046,300.3,Lower-middle income
2015,50,10047,368.01,Upper-middle income
2015,50,10048,1.3800000000000001,High income
2015,50,10049,-3.29,Not classified by income
2015,55,10024,595.55,Not classified by income
2015,55,10045,3137.18,Low income
2015,55,10046,-43.25,Lower-middle income
2015,55,10047,210.38,Upper-middle income
2015,55,10048,0.29,High income
2015,55,10049,0.03,Not classified by income
2015,61,10024,19.54,Not classified by income
2015,61,10045,7.54,Low income
2015,61,10046,12.08,Lower-middle income
2015,61,10047,23.939999999999998,Upper-middle income
2015,61,10048,0.05,High income
2015,61,10049,0.02,Not classified by income
2015,62,10024,22.68,Not classified by income
2015,62,10045,5.66,Low income
2015,62,10046,8.3,Lower-middle income
2015,62,10047,10.23,Upper-middle income
2015,62,10048,0.02,High income
2015,62,10049,0.02,Not classified by income
2015,68,10024,51.1,Not classified by income
2015,68,10045,31.840000000000003,Low income
2015,68,10046,47.160000000000004,Lower-middle income
2015,68,10047,66.3,Upper-middle income
2015,68,10048,0.14,High income
2015,68,10049,0.05,Not classified by income
2015,69,10024,18.669999999999998,Not classified by income
2015,69,10045,13.96,Low income
2015,69,10046,26.29,Lower-middle income
2015,69,10047,25.84,Upper-middle income
2015,69,10048,0.05,High income
2015,69,10049,0.02,Not classified by income
2015,70,10024,19.05,Not classified by income
2015,72,10024,6.29,Not classified by income
2015,72,10045,6.82,Low income
2015,72,10046,10.35,Lower-middle income
2015,72,10047,14.17,Upper-middle income
2015,72,10048,0.03,High income
2015,72,10049,0.02,Not classified by income
2015,75,10024,36.24,Not classified by income
2015,75,10045,20.12,Low income
2015,75,10046,45.59,Lower-middle income
2015,75,10047,45.2,Upper-middle income
2015,75,10048,0.11,High income
2015,75,10049,0.05,Not classified by income
2015,76,10024,74.44,Not classified by income
2015,76,10045,94.67,Low income
2015,76,10046,146.85,Lower-middle income
2015,76,10047,124.14,Upper-middle income
2015,76,10048,0.3,High income
2015,76,10049,0.13999999999999999,Not classified by income
2015,77,10024,21.099999999999998,Not classified by income
2015,77,10045,24.740000000000002,Low income
2015,77,10046,42.56,Lower-middle income
2015,77,10047,64.65,Upper-middle income
2015,77,10048,0.12000000000000001,High income
2015,77,10049,0.06,Not classified by income
2015,82,10024,8.62,Not classified by income
2015,82,10045,5.17,Low income
2015,82,10046,8.82,Lower-middle income
2015,82,10047,8.58,Upper-middle income
2015,82,10048,0.02,High income
2015,82,10049,0.0,Not classified by income
2015,83,10024,4.05,Not classified by income
2015,83,10045,3.8499999999999996,Low income
2015,83,10046,6.16,Lower-middle income
2015,83,10047,7.3,Upper-middle income
2015,83,10048,0.02,High income
2015,83,10049,0.0,Not classified by income
2015,84,10024,12.34,Not classified by income
2015,84,10045,7.17,Low income
2015,84,10046,12.84,Lower-middle income
2015,84,10047,14.24,Upper-middle income
2015,84,10048,0.04,High income
2015,84,10049,0.02,Not classified by income
2015,87,10024,74.53999999999999,Not classified by income
2015,87,10045,145.51999999999998,Low income
2015,87,10046,422.16999999999996,Lower-middle income
2015,87,10047,419.32000000000005,Upper-middle income
2015,87,10048,0.2,High income
2015,87,10049,0.16,Not classified by income
2015,104,10024,14.06,Not classified by income
2015,104,10045,1.59,Low income
2015,104,10046,-2.27,Lower-middle income
2015,104,10047,-1.47,Upper-middle income
2015,301,10024,1119.08,Not classified by income
2015,301,10045,1120.67,Low income
2015,301,10046,1524.3600000000001,Lower-middle income
2015,301,10047,442.68,Upper-middle income
2015,301,10048,2.26,High income
2015,301,10049,0.89,Not classified by income
2015,302,10024,10165.060000000001,Not classified by income
2015,302,10045,8722.04,Low income
2015,302,10046,8030.27,Lower-middle income
2015,302,10047,3876.19,Upper-middle income
2015,302,10048,10.21,High income
2015,302,10049,10.06,Not classified by income
2015,546,10024,91.55,Not classified by income
2015,546,10045,39.370000000000005,Low income
2015,546,10046,39.489999999999995,Lower-middle income
2015,546,10047,53.5,Upper-middle income
2015,546,10048,0.99,High income
2015,546,10049,0.17,Not classified by income
2015,552,10024,0.51,Not classified by income
2015,552,10045,81.94,Low income
2015,552,10046,144.67,Lower-middle income
2015,552,10047,77.79,Upper-middle income
2015,552,10048,-0.65,High income
2015,566,10024,134.4,Not classified by income
2015,566,10045,422.1,Low income
2015,566,10046,172.13,Lower-middle income
2015,566,10047,5.74,Upper-middle income
2015,576,10024,105.98,Not classified by income
2015,576,10045,1146.8100000000002,Low income
2015,576,10046,2730.09,Lower-middle income
2015,576,10047,383.01,Upper-middle income
2015,576,10048,8.23,High income
2015,576,10049,0.03,Not classified by income
2015,611,10024,6.09,Not classified by income
2015,611,10045,0.25,Low income
2015,611,10046,3.29,Lower-middle income
2015,611,10047,0.27,Upper-middle income
2015,611,10048,0.0,High income
2015,611,10049,0.0,Not classified by income
2015,613,10024,20.65,Not classified by income
2015,613,10045,10.12,Low income
2015,613,10046,9.67,Lower-middle income
2015,613,10047,0.94,Upper-middle income
2015,613,10048,0.02,High income
2015,613,10049,0.01,Not classified by income
2015,701,10024,2439.1499999999996,Not classified by income
2015,701,10045,1722.03,Low income
2015,701,10046,4955.54,Lower-middle income
2015,701,10047,-252.87,Upper-middle income
2015,701,10048,16.38,High income
2015,701,10049,3.14,Not classified by income
2015,732,10024,200.48,Not classified by income
2015,742,10024,299.66,Not classified by income
2015,742,10045,322.68,Low income
2015,742,10046,1072.3600000000001,Lower-middle income
2015,742,10047,133.81,Upper-middle income
2015,742,10048,0.74,High income
2015,742,10049,0.5,Not classified by income
2015,764,10024,1.5,Not classified by income
2015,764,10045,1.38,Low income
2015,764,10046,53.989999999999995,Lower-middle income
2015,764,10047,1.32,Upper-middle income
2015,764,10048,0.05,High income
2015,764,10049,0.01,Not classified by income
2015,765,10024,0.06,Not classified by income
2015,765,10046,2.44,Lower-middle income
2015,765,10047,1.5,Upper-middle income
2015,801,10024,934.15,Not classified by income
2015,801,10045,304.67,Low income
2015,801,10046,2013.85,Lower-middle income
2015,801,10047,177.01,Upper-middle income
2015,801,10048,28.43,High income
2015,801,10049,6.9,Not classified by income
2015,807,10024,125.18,Not classified by income
2015,811,10024,217.12,Not classified by income
2015,811,10045,90.65,Low income
2015,811,10046,236.59,Lower-middle income
2015,811,10047,251.76,Upper-middle income
2015,811,10048,12.72,High income
2015,811,10049,4.23,Not classified by income
2015,812,10046,2.62,Lower-middle income
2015,812,10047,42.68,Upper-middle income
2015,820,10024,130.14000000000001,Not classified by income
2015,820,10045,24.36,Low income
2015,820,10046,180.95000000000002,Lower-middle income
2015,820,10047,47.14,Upper-middle income
2015,820,10048,2.9899999999999998,High income
2015,820,10049,41.25,Not classified by income
2015,905,10024,47.54,Not classified by income
2015,905,10045,3411.42,Low income
2015,905,10046,7114.42,Lower-middle income
2015,905,10047,-518.36,Upper-middle income
2015,906,10046,10.92,Lower-middle income
2015,906,10047,16.94,Upper-middle income
2015,906,10048,-0.59,High income
2015,906,10049,1.72,Not classified by income
2015,909,10024,853.86,Not classified by income
2015,909,10046,895.57,Lower-middle income
2015,909,10047,150.13,Upper-middle income
2015,909,10048,5.54,High income
2015,909,10049,0.61,Not classified by income
2015,913,10024,2.67,Not classified by income
2015,913,10045,110.6,Low income
2015,913,10046,7.19,Lower-middle income
2015,913,10047,2.56,Upper-middle income
2015,913,10048,0.71,High income
2015,914,10024,157.22,Not classified by income
2015,914,10045,995.64,Low income
2015,914,10046,911.49,Lower-middle income
2015,914,10047,-5.22,Upper-middle income
2015,914,10048,-0.51,High income
2015,915,10024,53.54,Not classified by income
2015,915,10045,114.54,Low income
2015,915,10046,1051.97,Lower-middle income
2015,915,10047,225.94,Upper-middle income
2015,915,10048,0.82,High income
2015,915,10049,-0.87,Not classified by income
2015,918,10024,2199.77,Not classified by income
2015,918,10045,2810.73,Low income
2015,918,10046,3985.29,Lower-middle income
2015,918,10047,4650.9800000000005,Upper-middle income
2015,918,10048,11.459999999999999,High income
2015,918,10049,5.71,Not classified by income
2015,921,10024,3.81,Not classified by income
2015,921,10045,15.42,Low income
2015,921,10046,89.05,Lower-middle income
2015,921,10047,-53.57,Upper-middle income
2015,923,10024,0.15,Not classified by income
2015,923,10045,46.32,Low income
2015,923,10046,20.03,Lower-middle income
2015,923,10047,4.27,Upper-middle income
2015,928,10024,469.11,Not classified by income
2015,928,10045,56.23,Low income
2015,928,10046,105.34,Lower-middle income
2015,928,10047,31.87,Upper-middle income
2015,928,10048,0.82,High income
2015,928,10049,0.59,Not classified by income
2015,940,10024,218.05,Not classified by income
2015,940,10045,8.51,Low income
2015,940,10046,34.14,Lower-middle income
2015,940,10047,22.86,Upper-middle income
2015,940,10048,1.73,High income
2015,940,10049,0.44,Not classified by income
2015,944,10024,30.06,Not classified by income
2015,944,10045,4.86,Low income
2015,944,10046,14.75,Lower-middle income
2015,944,10047,12.57,Upper-middle income
2015,944,10048,1.04,High income
2015,944,10049,0.4,Not classified by income
2015,948,10024,13.52,Not classified by income
2015,948,10046,0.05,Lower-middle income
2015,948,10047,0.01,Upper-middle income
2015,951,10024,10.9,Not classified by income
2015,951,10045,9.57,Low income
2015,951,10046,144.23,Lower-middle income
2015,951,10047,5.45,Upper-middle income
2015,951,10048,-0.17,High income
2015,953,10024,2.59,Not classified by income
2015,953,10045,33.35,Low income
2015,953,10046,38.52,Lower-middle income
2015,953,10047,-2.3,Upper-middle income
2015,953,10048,-1.17,High income
2015,958,10045,362.8,Low income
2015,958,10046,209.22,Lower-middle income
2015,958,10047,-68.84,Upper-middle income
2015,959,10024,68.98,Not classified by income
2015,959,10045,164.7,Low income
2015,959,10046,158.53,Lower-middle income
2015,959,10047,26.61,Upper-middle income
2015,959,10048,1.18,High income
2015,959,10049,0.34,Not classified by income
2015,963,10024,556.76,Not classified by income
2015,963,10045,410.78,Low income
2015,963,10046,360.77,Lower-middle income
2015,963,10047,63.48,Upper-middle income
2015,963,10048,1.53,High income
2015,963,10049,1.89,Not classified by income
2015,964,10045,35.99,Low income
2015,964,10046,452.81,Lower-middle income
2015,964,10047,282.57,Upper-middle income
2015,966,10024,23.82,Not classified by income
2015,966,10045,164.6,Low income
2015,966,10046,67.12,Lower-middle income
2015,966,10047,30.85,Upper-middle income
2015,967,10024,283.02,Not classified by income
2015,967,10045,44.28,Low income
2015,967,10046,86.31,Lower-middle income
2015,967,10047,43.7,Upper-middle income
2015,967,10049,3.41,Not classified by income
2015,971,10024,184.03,Not classified by income
2015,971,10045,16.25,Low income
2015,971,10046,27.68,Lower-middle income
2015,971,10047,13.08,Upper-middle income
2015,971,10048,0.02,High income
2015,971,10049,0.26,Not classified by income
2015,974,10024,64.06,Not classified by income
2015,974,10045,89.09,Low income
2015,974,10046,125.53,Lower-middle income
2015,974,10047,33.1,Upper-middle income
2015,974,10048,0.93,High income
2015,974,10049,0.57,Not classified by income
2015,976,10045,55.35,Low income
2015,976,10046,4.44,Lower-middle income
2015,976,10047,-10.76,Upper-middle income
2015,978,10024,37.79,Not classified by income
2015,978,10046,19.34,Lower-middle income
2015,978,10047,57.83,Upper-middle income
2015,988,10045,130.0,Low income
2015,988,10046,198.41,Lower-middle income
2015,988,10047,-14.95,Upper-middle income
2015,1011,10024,1.52,Not classified by income
2015,1011,10045,4.91,Low income
2015,1011,10046,291.16,Lower-middle income
2015,1011,10047,112.43,Upper-middle income
2015,1011,10048,0.54,High income
2015,1012,10045,10.12,Low income
2015,1012,10046,17.05,Lower-middle income
2015,1012,10047,10.36,Upper-middle income
2015,1012,10048,4.57,High income
2015,1012,10049,1.38,Not classified by income
2015,1013,10047,42.71,Upper-middle income
2015,1016,10045,0.16,Low income
2015,1016,10046,0.11,Lower-middle income
2015,1016,10047,0.1,Upper-middle income
2015,1016,10049,0.04,Not classified by income
2015,1311,10024,185.01,Not classified by income
2015,1311,10045,667.64,Low income
2015,1311,10046,864.66,Lower-middle income
2015,1311,10047,7.88,Upper-middle income
2015,1312,10024,70.71,Not classified by income
2015,1312,10045,1157.29,Low income
2015,1312,10046,1703.46,Lower-middle income
2015,1312,10047,241.02,Upper-middle income
2015,1312,10048,-0.11,High income
2015,1313,10024,2.74,Not classified by income
2015,1313,10045,0.79,Low income
2015,1313,10046,3.88,Lower-middle income
2015,1313,10047,1.65,Upper-middle income
2016,1,10024,808.9100000000001,Not classified by income
2016,1,10045,189.33,Low income
2016,1,10046,318.25,Lower-middle income
2016,1,10047,277.25,Upper-middle income
2016,1,10048,0.88,High income
2016,1,10049,0.73,Not classified by income
2016,2,10024,876.96,Not classified by income
2016,2,10045,523.57,Low income
2016,2,10046,482.47,Lower-middle income
2016,2,10047,401.71000000000004,Upper-middle income
2016,2,10048,0.77,High income
2016,2,10049,1.17,Not classified by income
2016,3,10024,1123.0900000000001,Not classified by income
2016,3,10045,530.31,Low income
2016,3,10046,517.28,Lower-middle income
2016,3,10047,190.54,Upper-middle income
2016,3,10048,0.87,High income
2016,3,10049,0.87,Not classified by income
2016,4,10024,2434.27,Not classified by income
2016,4,10045,1434.88,Low income
2016,4,10046,3196.74,Lower-middle income
2016,4,10047,2362.74,Upper-middle income
2016,4,10048,1.27,High income
2016,4,10049,93.36,Not classified by income
2016,5,10024,11463.050000000001,Not classified by income
2016,5,10045,3612.93,Low income
2016,5,10046,4602.18,Lower-middle income
2016,5,10047,4564.969999999999,Upper-middle income
2016,5,10048,144.75,High income
2016,5,10049,12.99,Not classified by income
2016,6,10024,2270.73,Not classified by income
2016,6,10045,795.44,Low income
2016,6,10046,942.0699999999999,Lower-middle income
2016,6,10047,831.11,Upper-middle income
2016,6,10048,3.61,High income
2016,6,10049,1.6900000000000002,Not classified by income
2016,7,10024,2600.81,Not classified by income
2016,7,10045,929.47,Low income
2016,7,10046,910.5400000000001,Lower-middle income
2016,7,10047,502.16,Upper-middle income
2016,7,10048,1.49,High income
2016,7,10049,1.31,Not classified by income
2016,8,10024,2224.7599999999998,Not classified by income
2016,8,10045,896.3,Low income
2016,8,10046,757.38,Lower-middle income
2016,8,10047,444.3,Upper-middle income
2016,8,10048,0.91,High income
2016,8,10049,1.37,Not classified by income
2016,9,10024,61.61,Not classified by income
2016,9,10045,89.95,Low income
2016,9,10046,104.94,Lower-middle income
2016,9,10047,80.15,Upper-middle income
2016,9,10048,0.33999999999999997,High income
2016,9,10049,0.30000000000000004,Not classified by income
2016,10,10024,2324.6299999999997,Not classified by income
2016,10,10045,1054.16,Low income
2016,10,10046,1055.04,Lower-middle income
2016,10,10047,414.02,Upper-middle income
2016,10,10048,3.7800000000000002,High income
2016,10,10049,1.52,Not classified by income
2016,11,10024,1571.95,Not classified by income
2016,11,10045,585.03,Low income
2016,11,10046,977.89,Lower-middle income
2016,11,10047,373.83,Upper-middle income
2016,11,10048,1.27,High income
2016,11,10049,1.02,Not classified by income
2016,12,10024,5760.0599999999995,Not classified by income
2016,12,10045,4608.03,Low income
2016,12,10046,5183.99,Lower-middle income
2016,12,10047,1980.78,Upper-middle income
2016,12,10048,15.25,High income
2016,12,10049,146.57,Not classified by income
2016,18,10024,415.08000000000004,Not classified by income
2016,18,10045,222.75,Low income
2016,18,10046,285.67,Lower-middle income
2016,18,10047,132.78,Upper-middle income
2016,18,10048,0.8200000000000001,High income
2016,18,10049,0.34,Not classified by income
2016,20,10024,29.37,Not classified by income
2016,20,10045,20.46,Low income
2016,20,10046,5.4399999999999995,Lower-middle income
2016,20,10047,2.0,Upper-middle income
2016,20,10048,0.0,High income
2016,20,10049,0.0,Not classified by income
2016,21,10024,181.45,Not classified by income
2016,21,10045,294.49,Low income
2016,21,10046,211.23000000000002,Lower-middle income
2016,21,10047,112.65,Upper-middle income
2016,21,10048,0.33,High income
2016,21,10049,0.25,Not classified by income
2016,22,10024,96.39,Not classified by income
2016,22,10045,115.93,Low income
2016,22,10046,136.65,Lower-middle income
2016,22,10047,38.38,Upper-middle income
2016,22,10048,0.25,High income
2016,22,10049,0.08,Not classified by income
2016,40,10024,190.20000000000002,Not classified by income
2016,40,10045,39.0,Low income
2016,40,10046,56.53,Lower-middle income
2016,40,10047,80.39999999999999,Upper-middle income
2016,40,10048,0.21,High income
2016,40,10049,0.11,Not classified by income
2016,45,10024,7.8,Not classified by income
2016,45,10045,1.44,Low income
2016,45,10046,0.25,Lower-middle income
2016,45,10047,1.14,Upper-middle income
2016,50,10024,519.78,Not classified by income
2016,50,10045,447.93,Low income
2016,50,10046,652.76,Lower-middle income
2016,50,10047,2572.9900000000002,Upper-middle income
2016,50,10048,2.13,High income
2016,50,10049,6.95,Not classified by income
2016,55,10024,432.56,Not classified by income
2016,55,10045,6004.77,Low income
2016,55,10046,-296.06,Lower-middle income
2016,55,10047,154.33999999999997,Upper-middle income
2016,55,10048,0.33999999999999997,High income
2016,55,10049,0.1,Not classified by income
2016,61,10024,23.4,Not classified by income
2016,61,10045,10.549999999999999,Low income
2016,61,10046,16.0,Lower-middle income
2016,61,10047,29.82,Upper-middle income
2016,61,10048,0.05,High income
2016,61,10049,0.03,Not classified by income
2016,62,10024,9.540000000000001,Not classified by income
2016,62,10045,6.73,Low income
2016,62,10046,9.99,Lower-middle income
2016,62,10047,11.83,Upper-middle income
2016,62,10048,0.02,High income
2016,62,10049,0.01,Not classified by income
2016,68,10024,65.91,Not classified by income
2016,68,10045,44.39,Low income
2016,68,10046,64.1,Lower-middle income
2016,68,10047,84.5,Upper-middle income
2016,68,10048,0.18000000000000002,High income
2016,68,10049,0.14,Not classified by income
2016,69,10024,31.79,Not classified by income
2016,69,10045,15.739999999999998,Low income
2016,69,10046,25.27,Lower-middle income
2016,69,10047,31.32,Upper-middle income
2016,69,10048,0.06,High income
2016,69,10049,0.04,Not classified by income
2016,70,10024,18.86,Not classified by income
2016,72,10024,16.37,Not classified by income
2016,72,10045,11.54,Low income
2016,72,10046,18.66,Lower-middle income
2016,72,10047,17.43,Upper-middle income
2016,72,10048,0.03,High income
2016,72,10049,0.02,Not classified by income
2016,75,10024,36.82,Not classified by income
2016,75,10045,29.04,Low income
2016,75,10046,60.58,Lower-middle income
2016,75,10047,67.55,Upper-middle income
2016,75,10048,0.12,High income
2016,75,10049,0.11,Not classified by income
2016,76,10024,93.64,Not classified by income
2016,76,10045,141.65,Low income
2016,76,10046,197.56,Lower-middle income
2016,76,10047,171.42000000000002,Upper-middle income
2016,76,10048,0.37,High income
2016,76,10049,0.22,Not classified by income
2016,77,10024,30.2,Not classified by income
2016,77,10045,31.8,Low income
2016,77,10046,48.83,Lower-middle income
2016,77,10047,86.46000000000001,Upper-middle income
2016,77,10048,0.14,High income
2016,77,10049,0.08,Not classified by income
2016,82,10024,12.280000000000001,Not classified by income
2016,82,10045,6.7299999999999995,Low income
2016,82,10046,9.68,Lower-middle income
2016,82,10047,13.05,Upper-middle income
2016,82,10048,0.02,High income
2016,82,10049,0.01,Not classified by income
2016,83,10024,6.039999999999999,Not classified by income
2016,83,10045,4.84,Low income
2016,83,10046,7.6000000000000005,Lower-middle income
2016,83,10047,9.729999999999999,Upper-middle income
2016,83,10048,0.02,High income
2016,83,10049,0.01,Not classified by income
2016,84,10024,13.95,Not classified by income
2016,84,10045,8.27,Low income
2016,84,10046,15.66,Lower-middle income
2016,84,10047,17.34,Upper-middle income
2016,84,10048,0.03,High income
2016,84,10049,0.02,Not classified by income
2016,87,10024,100.81,Not classified by income
2016,87,10045,125.05,Low income
2016,87,10046,302.96,Lower-middle income
2016,87,10047,423.73,Upper-middle income
2016,87,10048,0.5,High income
2016,87,10049,0.16,Not classified by income
2016,104,10024,26.1,Not classified by income
2016,104,10045,-4.61,Low income
2016,104,10046,-5.27,Lower-middle income
2016,104,10047,-1.87,Upper-middle income
2016,301,10024,1293.51,Not classified by income
2016,301,10045,958.5,Low income
2016,301,10046,1257.73,Lower-middle income
2016,301,10047,346.24,Upper-middle income
2016,301,10048,3.91,High income
2016,301,10049,2.5999999999999996,Not classified by income
2016,302,10024,11435.939999999999,Not classified by income
2016,302,10045,9362.36,Low income
2016,302,10046,9530.88,Lower-middle income
2016,302,10047,3896.74,Upper-middle income
2016,302,10048,9.44,High income
2016,302,10049,18.85,Not classified by income
2016,546,10024,113.98,Not classified by income
2016,546,10045,57.199999999999996,Low income
2016,546,10046,44.1,Lower-middle income
2016,546,10047,56.169999999999995,Upper-middle income
2016,546,10048,0.9,High income
2016,546,10049,0.19,Not classified by income
2016,552,10024,4.43,Not classified by income
2016,552,10045,175.8,Low income
2016,552,10046,511.46000000000004,Lower-middle income
2016,552,10047,362.77,Upper-middle income
2016,552,10048,-1.96,High income
2016,552,10049,0.0,Not classified by income
2016,566,10024,156.98,Not classified by income
2016,566,10045,476.61,Low income
2016,566,10046,570.6,Lower-middle income
2016,566,10047,1.67,Upper-middle income
2016,576,10024,154.17000000000002,Not classified by income
2016,576,10045,1198.59,Low income
2016,576,10046,2420.72,Lower-middle income
2016,576,10047,422.78,Upper-middle income
2016,576,10048,4.87,High income
2016,576,10049,0.02,Not classified by income
2016,611,10024,4.68,Not classified by income
2016,611,10045,0.23,Low income
2016,611,10046,0.61,Lower-middle income
2016,611,10047,0.04,Upper-middle income
2016,611,10048,0.0,High income
2016,611,10049,0.0,Not classified by income
2016,613,10024,19.05,Not classified by income
2016,613,10045,6.24,Low income
2016,613,10046,3.73,Lower-middle income
2016,613,10047,0.7,Upper-middle income
2016,613,10048,0.02,High income
2016,613,10049,0.01,Not classified by income
2016,701,10024,2869.17,Not classified by income
2016,701,10045,1773.82,Low income
2016,701,10046,5646.24,Lower-middle income
2016,701,10047,51.59,Upper-middle income
2016,701,10048,27.369999999999997,High income
2016,701,10049,7.449999999999999,Not classified by income
2016,732,10024,287.23,Not classified by income
2016,732,10046,8.57,Lower-middle income
2016,742,10024,364.2,Not classified by income
2016,742,10045,390.77,Low income
2016,742,10046,1056.74,Lower-middle income
2016,742,10047,160.11,Upper-middle income
2016,742,10048,1.44,High income
2016,742,10049,0.33,Not classified by income
2016,764,10024,4.29,Not classified by income
2016,764,10045,4.33,Low income
2016,764,10046,56.61,Lower-middle income
2016,764,10047,2.06,Upper-middle income
2016,764,10048,0.23,High income
2016,764,10049,0.04,Not classified by income
2016,801,10024,875.13,Not classified by income
2016,801,10045,288.34000000000003,Low income
2016,801,10046,1630.81,Lower-middle income
2016,801,10047,176.59,Upper-middle income
2016,801,10048,17.06,High income
2016,801,10049,7.5,Not classified by income
2016,807,10024,79.25,Not classified by income
2016,811,10024,233.45,Not classified by income
2016,811,10045,101.72,Low income
2016,811,10046,255.91,Lower-middle income
2016,811,10047,242.93,Upper-middle income
2016,811,10048,11.34,High income
2016,811,10049,5.42,Not classified by income
2016,820,10024,142.88,Not classified by income
2016,820,10045,21.19,Low income
2016,820,10046,171.45,Lower-middle income
2016,820,10047,50.75,Upper-middle income
2016,820,10048,2.2800000000000002,High income
2016,820,10049,34.74,Not classified by income
2016,905,10024,38.25,Not classified by income
2016,905,10045,3521.72,Low income
2016,905,10046,5389.92,Lower-middle income
2016,905,10047,-844.67,Upper-middle income
2016,906,10046,2.28,Lower-middle income
2016,906,10047,-20.74,Upper-middle income
2016,906,10048,-5.58,High income
2016,906,10049,0.03,Not classified by income
2016,909,10024,757.64,Not classified by income
2016,909,10046,692.15,Lower-middle income
2016,909,10047,-15.7,Upper-middle income
2016,909,10048,7.48,High income
2016,909,10049,0.71,Not classified by income
2016,913,10024,2.68,Not classified by income
2016,913,10045,147.0,Low income
2016,913,10046,7.69,Lower-middle income
2016,913,10047,1.44,Upper-middle income
2016,913,10048,1.56,High income
2016,914,10024,455.85,Not classified by income
2016,914,10045,912.72,Low income
2016,914,10046,666.52,Lower-middle income
2016,914,10047,-5.23,Upper-middle income
2016,914,10048,-0.6,High income
2016,915,10024,66.99,Not classified by income
2016,915,10045,178.59,Low income
2016,915,10046,939.93,Lower-middle income
2016,915,10047,182.39,Upper-middle income
2016,915,10048,7.24,High income
2016,915,10049,-0.96,Not classified by income
2016,918,10024,3008.6,Not classified by income
2016,918,10045,3496.0099999999998,Low income
2016,918,10046,5018.45,Lower-middle income
2016,918,10047,5557.82,Upper-middle income
2016,918,10048,14.0,High income
2016,918,10049,8.9,Not classified by income
2016,921,10024,10.05,Not classified by income
2016,921,10045,30.4,Low income
2016,921,10046,62.53,Lower-middle income
2016,921,10047,-55.19,Upper-middle income
2016,923,10045,24.65,Low income
2016,923,10046,21.74,Lower-middle income
2016,923,10047,0.19,Upper-middle income
2016,928,10024,372.95,Not classified by income
2016,928,10045,43.19,Low income
2016,928,10046,87.69,Lower-middle income
2016,928,10047,29.44,Upper-middle income
2016,928,10048,0.72,High income
2016,928,10049,0.36,Not classified by income
2016,940,10024,177.57,Not classified by income
2016,940,10045,9.98,Low income
2016,940,10046,30.24,Lower-middle income
2016,940,10047,19.71,Upper-middle income
2016,940,10048,1.81,High income
2016,940,10049,0.33,Not classified by income
2016,944,10024,35.56,Not classified by income
2016,944,10045,5.13,Low income
2016,944,10046,15.53,Lower-middle income
2016,944,10047,13.8,Upper-middle income
2016,944,10048,1.22,High income
2016,944,10049,0.3,Not classified by income
2016,948,10024,13.84,Not classified by income
2016,948,10046,0.06,Lower-middle income
2016,948,10047,0.06,Upper-middle income
2016,951,10024,6.98,Not classified by income
2016,951,10045,34.77,Low income
2016,951,10046,140.04,Lower-middle income
2016,951,10047,53.97,Upper-middle income
2016,951,10048,-0.17,High income
2016,958,10045,245.02,Low income
2016,958,10046,-293.27,Lower-middle income
2016,958,10047,-81.12,Upper-middle income
2016,959,10024,61.85,Not classified by income
2016,959,10045,160.7,Low income
2016,959,10046,128.79,Lower-middle income
2016,959,10047,24.66,Upper-middle income
2016,959,10048,0.66,High income
2016,959,10049,0.52,Not classified by income
2016,963,10024,600.39,Not classified by income
2016,963,10045,400.51,Low income
2016,963,10046,381.19,Lower-middle income
2016,963,10047,55.35,Upper-middle income
2016,963,10048,1.88,High income
2016,963,10049,0.95,Not classified by income
2016,964,10045,36.51,Low income
2016,964,10046,423.23,Lower-middle income
2016,964,10047,256.8,Upper-middle income
2016,966,10024,27.17,Not classified by income
2016,966,10045,167.41,Low income
2016,966,10046,78.56,Lower-middle income
2016,966,10047,33.21,Upper-middle income
2016,967,10024,221.79,Not classified by income
2016,967,10045,104.85,Low income
2016,967,10046,88.45,Lower-middle income
2016,967,10047,84.73,Upper-middle income
2016,967,10049,3.29,Not classified by income
2016,971,10024,134.23,Not classified by income
2016,971,10045,13.84,Low income
2016,971,10046,25.48,Lower-middle income
2016,971,10047,11.87,Upper-middle income
2016,971,10048,0.0,High income
2016,971,10049,0.04,Not classified by income
2016,974,10024,54.75,Not classified by income
2016,974,10045,76.33,Low income
2016,974,10046,100.35,Lower-middle income
2016,974,10047,25.31,Upper-middle income
2016,974,10048,0.77,High income
2016,974,10049,0.48,Not classified by income
2016,976,10045,96.85,Low income
2016,976,10046,78.45,Lower-middle income
2016,976,10047,-7.27,Upper-middle income
2016,978,10024,37.05,Not classified by income
2016,978,10046,19.4,Lower-middle income
2016,978,10047,55.99,Upper-middle income
2016,988,10045,161.14,Low income
2016,988,10046,273.16,Lower-middle income
